RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
14,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,130.5,69.9,88.6,18.0,17.5,17.5,17.5,18.0,53.0,05,NULL,0.68,-7.3,115.6,14,128.5,66.3,90.0,17.5,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.26,4.2,123.0,14,238.6,975.0,4
15,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,132.5,73.5,89.1,18.5,18.0,18.0,18.0,17.5,54.0,05,NULL,1.04,-11.2,116.3,13,128.0,65.4,90.6,17.0,16.0,16.5,16.5,16.5,49.5,09,NULL,-0.36,5.8,120.7,18,237.0,984.0,1
16,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,132.5,73.5,89.0,18.0,18.0,18.5,18.5,18.0,54.5,05,NULL,0.90,-9.7,118.3,11,126.0,61.8,90.4,17.5,17.5,17.5,17.0,17.0,52.0,09,NULL,-0.26,4.2,118.0,21,236.3,954.3,5
17,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,126.5,62.7,89.4,17.0,16.5,17.0,17.0,16.5,50.5,07,-7.4,0.07,-0.8,105.0,29,131.5,71.7,90.0,17.5,18.0,18.0,17.5,17.5,53.0,09,NULL,-0.23,3.7,128.4,11,233.4,977.0,3
18,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,126.5,62.7,89.5,17.5,17.5,18.0,17.5,17.5,52.5,07,-7.4,0.06,-0.6,107.2,23,130.0,69.0,90.0,18.0,18.0,18.0,17.5,17.5,53.5,09,NULL,0.06,-0.6,121.9,16,229.1,977.0,3
19,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,127.5,64.5,89.3,16.5,16.5,16.5,16.5,16.5,49.5,07,-7.4,0.04,-0.4,106.2,26,130.0,69.0,89.9,17.5,18.0,17.5,17.5,17.5,52.5,09,NULL,-0.08,1.3,122.8,15,229.0,836.8,6
20,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,130.0,69.0,89.1,18.0,17.5,17.5,17.0,17.5,52.5,05,NULL,1.05,-11.3,110.2,19,128.5,66.3,90.5,17.5,16.5,17.0,17.0,17.5,51.5,09,NULL,0.07,-0.8,117.0,23,227.2,642.1,7
21,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,127.5,64.5,89.2,17.5,17.0,17.5,17.5,17.5,52.5,07,-7.4,0.04,-0.4,109.2,21,128.5,66.3,90.0,16.5,16.5,17.0,17.0,16.5,50.0,09,NULL,-0.07,1.1,117.4,22,226.6,984.0,1
22,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,126.0,61.8,89.1,17.5,17.5,17.0,17.0,17.0,51.5,07,-7.4,0.00,0.0,105.9,28,126.5,62.7,89.9,17.0,17.5,17.0,17.5,17.0,51.5,09,NULL,-0.36,5.8,120.0,19,225.9,984.0,1
23,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,126.0,61.8,89.4,17.5,18.0,17.5,17.5,17.5,52.5,07,-7.4,0.03,-0.3,106.6,25,127.5,64.5,90.1,17.5,18.0,17.5,17.0,18.0,53.0,09,NULL,-0.05,0.8,118.3,20,224.9,982.7,2
24,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,132.0,72.6,88.5,18.0,18.0,17.5,18.0,18.0,54.0,05,NULL,1.19,-12.9,113.7,16,124.5,59.1,89.7,17.0,16.5,17.0,16.5,17.0,50.5,09,NULL,-0.07,1.1,110.7,26,224.4,224.4,9
25,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,134.0,76.2,88.1,18.0,18.0,17.5,17.5,17.5,53.0,05,NULL,1.17,-12.6,116.6,12,121.5,53.7,89.6,17.5,17.0,17.0,17.0,16.5,51.0,09,NULL,-0.14,2.3,107.0,28,223.6,977.0,3
26,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,128.5,66.3,88.7,17.5,18.0,18.0,17.5,17.5,53.0,05,NULL,1.07,-11.6,107.7,22,125.5,60.9,90.0,17.5,17.5,17.5,17.5,17.0,52.5,09,NULL,0.02,-0.2,113.2,24,220.9,642.1,7
27,Mueller Markus,AUT,17 JUL 2002,SG Klagenfurt,129.0,67.2,88.6,17.5,17.5,17.5,17.5,17.5,52.5,05,NULL,1.20,-13.0,106.7,24,125.5,60.9,89.8,17.5,16.0,16.5,16.5,17.5,50.5,09,NULL,-0.04,0.6,112.0,25,218.7,982.7,2
28,Deschwanden Gregor,SUI,27 FEB 1991,Horw,129.5,68.1,88.8,17.5,18.0,17.5,18.0,17.5,53.0,05,NULL,1.07,-11.6,109.5,20,124.5,59.1,90.3,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,0.15,-1.6,108.5,27,218.0,218.0,10
29,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,128.0,65.4,88.9,17.5,18.0,17.0,17.5,17.5,52.5,05,NULL,1.08,-11.7,106.2,26,121.0,52.8,90.4,16.0,16.5,16.0,16.0,15.5,48.0,09,NULL,-0.17,2.8,103.6,29,209.8,975.0,4
30,Zografski Vladimir,BUL,14 JUL 1993,NSA,127.5,64.5,88.1,17.0,17.0,17.5,17.0,17.5,51.5,05,NULL,1.09,-11.8,104.2,30,117.0,45.6,89.5,16.5,16.0,16.5,16.5,15.0,49.0,09,NULL,-0.17,2.8,97.4,30,201.6,201.6,12
31,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,127.0,63.6,88.1,17.0,17.5,17.0,17.0,16.5,51.0,05,NULL,1.02,-11.0,103.6,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.6,207.2,11
32,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,125.0,60.0,89.1,17.0,17.0,17.5,17.5,17.5,52.0,07,-7.4,0.11,-1.2,103.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.4,977.0,3
33,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,123.5,57.3,89.2,17.0,16.5,17.0,16.5,17.0,50.5,06,-3.8,0.15,-1.6,102.4,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.4,954.3,5
34,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,126.0,61.8,88.5,16.5,17.0,17.0,16.5,16.5,50.0,05,NULL,0.93,-10.0,101.8,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.8,592.6,8
35,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,124.5,59.1,88.6,17.5,17.5,17.5,17.5,17.0,52.5,05,NULL,1.05,-11.3,100.3,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.3,975.0,4
36,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,124.5,59.1,88.4,16.0,16.5,15.5,17.0,16.0,48.5,05,NULL,0.78,-8.4,99.2,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.2,954.3,5
37,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,121.5,53.7,88.6,16.5,16.5,16.5,16.5,17.0,49.5,06,-3.8,0.05,-0.5,98.9,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.9,592.6,8
38,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,122.5,55.5,89.2,17.5,17.5,17.5,17.0,17.5,52.5,05,NULL,0.87,-9.4,98.6,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.6,197.2,13
39,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,120.0,51.0,89.4,17.0,17.0,17.5,17.0,17.0,51.0,06,-3.8,0.03,-0.3,97.9,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.9,982.7,2
40,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,119.5,50.1,88.5,17.0,17.0,17.0,17.0,17.0,51.0,06,-3.8,0.03,-0.3,97.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.0,975.0,4
40,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,121.5,53.7,88.9,17.0,17.0,17.0,16.5,17.0,51.0,05,NULL,0.71,-7.7,97.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.0,642.1,7
42,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,123.0,56.4,88.3,16.5,16.5,16.5,16.5,17.0,49.5,05,NULL,0.95,-10.3,95.6,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.6,592.6,8
43,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,121.5,53.7,89.4,17.0,17.5,17.0,17.0,17.0,51.0,07,-7.4,0.21,-2.3,95.0,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.0,984.0,1
44,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,121.0,52.8,88.7,17.0,17.0,17.0,16.5,15.5,50.5,05,NULL,0.94,-10.2,93.1,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.1,186.2,14
45,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,121.5,53.7,88.3,17.0,17.0,17.0,17.5,17.0,51.0,05,NULL,1.11,-12.0,92.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.7,836.8,6
46,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,120.5,51.9,88.8,16.0,16.0,15.0,16.0,15.5,47.5,05,NULL,0.91,-9.8,89.6,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.6,836.8,6
47,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,116.5,44.7,88.7,16.5,17.0,16.0,17.0,16.0,49.5,06,-3.8,0.13,-1.4,89.0,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.0,982.7,2
48,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,118.0,47.4,88.4,17.0,17.0,16.5,16.5,16.5,50.0,05,NULL,1.12,-12.1,85.3,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.3,836.8,6
49,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,113.5,39.3,88.4,16.5,16.5,16.5,16.5,16.0,49.5,05,NULL,0.83,-9.0,79.8,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.8,975.0,4
50,Muminov Sabirzhan,KAZ,16 APR 1994,Almaty,113.5,39.3,88.5,16.5,16.5,16.0,16.5,16.5,49.5,05,NULL,0.89,-9.6,79.2,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.2,158.4,15
