RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,119.5,68.1,88.0,18.5,18.5,18.0,18.0,18.0,54.5,22,NULL,0.66,-5.6,117.0,14,125.0,78.0,88.2,18.5,18.5,18.5,18.5,18.5,55.5,23,-4.4,0.59,-5.0,124.1,5,241.1,906.7,6
12,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,124.0,76.2,88.5,18.5,18.5,18.5,18.0,18.5,55.5,22,NULL,0.69,-5.8,125.9,9,119.5,68.1,88.8,18.0,18.0,18.0,18.5,18.0,54.0,23,-4.4,0.40,-3.4,114.3,14,240.2,977.7,2
13,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,118.5,66.3,88.4,17.5,17.5,17.0,17.5,17.0,52.0,22,NULL,0.11,-0.9,117.4,13,123.0,74.4,88.8,18.0,18.0,18.0,18.0,18.0,54.0,23,-4.4,0.61,-5.2,118.8,11,236.2,917.4,5
14,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,117.0,63.6,87.9,17.5,18.0,18.0,18.0,18.0,54.0,22,NULL,0.47,-4.0,113.6,19,123.5,75.3,88.8,18.0,18.0,18.0,18.0,18.0,54.0,23,-4.4,0.33,-2.8,122.1,6,235.7,934.6,4
15,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,122.0,72.6,88.4,18.5,18.5,18.5,18.0,18.5,55.5,22,NULL,0.22,-1.9,126.2,8,115.5,60.9,89.1,18.0,17.5,17.5,18.0,18.0,53.5,23,-4.4,0.26,-2.2,107.8,21,234.0,992.2,1
16,Kraft Stefan,AUT,13 MAY 1993,SV Schwarzach-Salzburg,111.5,53.7,87.3,18.0,17.5,17.5,17.5,17.5,52.5,20,8.6,0.14,-1.2,113.6,19,120.5,69.9,88.7,18.5,18.5,18.0,18.5,18.0,55.0,23,-4.4,0.09,-0.8,119.7,7,233.3,958.6,3
17,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,116.5,62.7,88.0,17.5,17.5,18.0,18.0,17.5,53.0,22,NULL,0.40,-3.4,112.3,23,122.5,73.5,89.0,18.0,18.5,18.5,18.5,18.5,55.5,24,-8.8,0.14,-1.2,119.0,10,231.3,934.6,4
18,Lanisek Anze,SLO,20 APR 1996,Ssk Menges,113.5,57.3,87.3,18.0,17.5,17.5,17.5,17.5,52.5,20,8.6,0.19,-1.6,116.8,16,118.5,66.3,88.8,18.5,18.0,18.0,18.0,18.0,54.0,23,-4.4,0.21,-1.8,114.1,15,230.9,977.7,2
19,Zyla Piotr,POL,16 JAN 1987,WSS Wisla,114.5,59.1,87.4,17.5,17.5,17.0,18.0,17.0,52.0,20,8.6,0.43,-3.6,116.1,17,116.5,62.7,88.8,17.5,17.0,17.5,17.0,17.0,51.5,23,-4.4,-0.06,0.8,110.6,19,226.7,917.4,5
20,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,118.0,65.4,88.4,17.5,17.5,17.5,17.5,17.5,52.5,22,NULL,0.49,-4.1,113.8,18,112.5,55.5,89.1,17.5,17.0,17.0,18.0,17.5,52.0,23,-4.4,-0.32,4.1,107.2,22,221.0,958.6,3
21,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,114.5,59.1,88.4,18.0,17.5,17.0,17.5,17.0,52.0,22,NULL,0.32,-2.7,108.4,28,115.5,60.9,88.6,18.0,17.5,17.5,18.0,17.5,53.0,22,NULL,0.33,-2.8,111.1,18,219.5,958.6,3
22,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,116.0,61.8,88.7,18.0,17.5,17.5,17.5,17.5,52.5,22,NULL,0.53,-4.5,109.8,26,115.0,60.0,89.5,17.0,17.5,17.5,17.5,17.0,52.0,24,-8.8,-0.37,4.7,107.9,20,217.7,992.2,1
23,Bjoereng Joacim Oedegaard,NOR,14 DEC 1995,Roeykenhopp,120.5,69.9,88.3,16.5,18.0,17.5,17.5,17.0,52.0,22,NULL,1.11,-9.4,112.5,21,117.0,63.6,89.2,17.5,17.5,18.0,18.5,17.0,53.0,24,-8.8,0.44,-3.7,104.1,23,216.6,934.6,4
24,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,124.5,77.1,87.8,17.5,17.5,17.5,18.0,17.0,52.5,22,NULL,0.73,-6.2,123.4,11,104.5,41.1,88.2,17.0,16.5,16.5,16.5,16.5,49.5,23,-4.4,0.13,-1.1,85.1,28,208.5,934.6,4
25,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,115.5,60.9,88.5,18.0,17.5,17.5,17.5,17.5,52.5,22,NULL,0.39,-3.3,110.1,25,111.0,52.8,89.1,17.5,17.0,17.0,17.5,17.0,51.5,24,-8.8,-0.01,0.1,95.6,25,205.7,581.7,8
26,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,113.5,57.3,88.5,17.5,17.0,17.0,17.5,17.0,51.5,22,NULL,0.24,-2.0,106.8,29,110.0,51.0,88.4,17.5,17.0,17.0,17.0,17.5,51.5,22,NULL,0.44,-3.7,98.8,24,205.6,992.2,1
27,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,115.0,60.0,87.6,17.5,17.0,17.0,17.0,17.5,51.5,22,NULL,0.32,-2.7,108.8,27,106.0,43.8,87.9,17.0,16.5,16.5,17.0,17.0,50.5,24,-8.8,-0.45,5.7,91.2,27,200.0,200.0,11
27,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,113.5,57.3,88.7,17.5,17.5,17.0,17.0,17.5,52.0,22,NULL,0.34,-2.9,106.4,30,107.0,45.6,88.8,17.0,17.5,16.0,16.5,17.0,50.5,22,NULL,0.29,-2.5,93.6,26,200.0,621.0,7
29,Takeuchi Taku,JPN,20 MAY 1987,team taku,120.0,69.0,87.8,17.5,18.0,18.0,17.5,18.0,53.5,22,NULL,1.32,-11.2,111.3,24,103.5,39.3,88.9,17.0,16.5,16.5,16.5,16.0,49.5,24,-8.8,-0.02,0.3,80.3,29,191.6,906.7,6
30,Peier Killian,SUI,28 MAR 1995,Vallee du Joux,119.5,68.1,88.3,18.0,18.0,18.0,17.5,18.0,54.0,22,NULL,0.62,-5.2,116.9,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DSQ,116.9,621.0,7
31,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,111.5,53.7,88.1,17.5,17.5,17.0,17.5,17.0,52.0,22,NULL,0.12,-1.0,104.7,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.7,977.7,2
32,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,113.0,56.4,88.1,17.5,17.0,17.0,17.5,17.0,51.5,22,NULL,0.40,-3.4,104.5,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.5,906.7,6
33,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,111.0,52.8,88.3,17.5,17.5,17.0,17.0,17.0,51.5,22,NULL,0.03,-0.3,104.0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.0,581.7,8
34,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,108.5,48.3,87.6,17.5,16.5,16.5,17.0,16.5,50.0,20,8.6,0.42,-3.6,103.3,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.3,958.6,3
35,Larson Casey,USA,16 DEC 1998,Norge Ski Club,113.5,57.3,88.0,17.0,17.0,16.5,17.0,16.5,50.5,22,NULL,0.62,-5.2,102.6,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.6,388.0,10
36,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,111.0,52.8,87.8,18.0,17.5,16.5,17.0,16.5,51.0,22,NULL,0.35,-3.0,100.8,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.8,917.4,5
37,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,110.0,51.0,87.8,17.5,17.0,16.5,17.0,16.5,50.5,22,NULL,0.14,-1.2,100.3,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.3,906.7,6
38,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,115.0,60.0,87.8,16.5,16.5,15.5,16.0,16.0,48.5,22,NULL,1.06,-9.0,99.5,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.5,199.0,12
39,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,109.5,50.1,88.6,17.5,17.0,16.5,17.0,16.5,50.5,22,NULL,0.28,-2.4,98.2,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.2,196.4,13
40,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,111.0,52.8,87.8,18.0,17.5,17.0,17.5,17.0,52.0,22,NULL,0.89,-7.5,97.3,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.3,934.6,4
41,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,108.0,47.4,88.0,17.5,16.5,16.5,17.0,17.0,50.5,22,NULL,0.33,-2.8,95.1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.1,917.4,5
42,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,109.0,49.2,88.2,17.5,16.5,16.5,17.0,16.5,50.0,22,NULL,0.53,-4.5,94.7,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.7,906.7,6
43,Deschwanden Gregor,SUI,27 FEB 1991,Horw,107.5,46.5,88.4,17.0,16.5,16.5,17.0,16.5,50.0,22,NULL,0.34,-2.9,93.6,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.6,621.0,7
44,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,108.5,48.3,88.2,17.5,17.0,16.5,17.0,17.0,51.0,22,NULL,0.93,-7.9,91.4,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.4,388.0,10
45,Cecon Francesco,ITA,13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A R.L,111.5,53.7,88.1,15.5,16.0,15.0,16.5,15.0,46.5,22,NULL,1.12,-9.5,90.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.7,485.6,9
46,Zografski Vladimir,BUL,14 JUL 1993,NSA,104.5,41.1,87.8,17.0,15.5,16.0,16.5,16.0,48.5,22,NULL,0.16,-1.4,88.2,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.2,176.4,14
47,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,104.0,40.2,88.3,15.5,16.5,16.0,16.0,16.0,48.0,22,NULL,0.50,-4.2,84.0,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.0,581.7,8
48,Vidic Matija,SLO,30 AUG 2000,SSK Ilirija,100.5,33.9,88.0,16.5,16.0,16.0,15.5,16.0,48.0,22,NULL,0.21,-1.8,80.1,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.1,977.7,2
49,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,96.5,26.7,87.9,15.0,14.5,14.0,15.0,14.5,44.0,22,NULL,-0.46,5.8,76.5,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.5,485.6,9
50,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,99.5,32.1,88.2,15.0,14.5,14.5,15.0,14.5,44.0,22,NULL,0.06,-0.5,75.6,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.6,485.6,9
