RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,112.0,54.6,89.0,17.5,17.0,17.0,16.5,17.0,51.0,24,NULL,-0.65,8.2,113.8,20,124.0,76.2,89.4,18.0,18.5,18.5,18.0,18.0,54.5,25,NULL,-0.33,4.2,134.9,9,248.7,980.1,3
12,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,123.0,74.4,89.3,18.5,18.0,18.5,18.5,18.0,55.0,24,NULL,0.85,-7.2,122.2,11,118.5,66.3,89.8,18.5,18.5,18.5,18.5,18.0,55.5,25,NULL,-0.10,1.3,123.1,14,245.3,1033.4,1
13,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,112.5,55.5,89.6,18.0,17.0,17.0,17.0,17.0,51.0,24,NULL,-0.44,5.6,112.1,24,122.5,73.5,90.2,17.5,18.0,18.0,18.0,17.5,53.5,25,NULL,0.23,-1.9,125.1,12,237.2,237.2,10
14,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,117.0,63.6,89.1,17.0,17.0,17.5,17.5,17.0,51.5,24,NULL,0.21,-1.8,113.3,21,122.5,73.5,89.6,18.5,18.5,18.5,18.5,18.0,55.5,25,NULL,0.64,-5.4,123.6,13,236.9,1011.0,2
15,Deschwanden Gregor,SUI,27 FEB 1991,Horw,120.0,69.0,89.1,17.5,18.0,18.0,18.0,17.5,53.5,24,NULL,0.56,-4.7,117.8,14,117.5,64.5,89.7,18.0,18.0,18.0,17.5,18.0,54.0,25,NULL,0.10,-0.8,117.7,16,235.5,641.3,8
16,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,117.0,63.6,89.2,17.0,17.5,17.0,17.5,17.5,52.0,24,NULL,0.39,-3.3,112.3,23,121.0,70.8,89.6,18.0,18.5,18.0,18.5,18.0,54.5,25,NULL,0.70,-5.9,119.4,15,231.7,811.5,7
17,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,118.0,65.4,89.3,18.5,17.5,18.0,18.0,18.0,54.0,24,NULL,0.39,-3.3,116.1,16,114.0,58.2,89.9,17.5,17.5,17.0,17.5,17.0,52.0,25,NULL,-0.04,0.5,110.7,20,226.8,1033.4,1
17,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,117.0,63.6,88.8,18.0,17.5,17.5,18.0,17.5,53.0,24,NULL,0.04,-0.3,116.3,15,111.5,53.7,89.2,18.0,17.5,17.0,17.5,17.0,52.0,25,NULL,-0.38,4.8,110.5,21,226.8,894.4,6
19,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,118.5,66.3,89.6,17.5,17.5,17.5,17.0,17.5,52.5,24,NULL,0.35,-3.0,115.8,17,115.5,60.9,90.2,16.5,16.5,17.0,17.0,16.5,50.0,25,NULL,0.07,-0.6,110.3,22,226.1,1011.0,2
20,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,117.0,63.6,88.5,17.5,17.5,17.5,17.5,17.5,52.5,24,NULL,0.40,-3.4,112.7,22,116.0,61.8,89.0,17.5,17.5,17.5,17.5,17.5,52.5,25,NULL,0.47,-4.0,110.3,22,223.0,980.1,3
21,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,115.5,60.9,89.0,17.5,17.0,17.0,17.5,17.0,51.5,24,NULL,0.10,-0.8,111.6,25,114.5,59.1,89.6,17.0,17.0,16.5,17.5,16.5,50.5,25,NULL,-0.10,1.3,110.9,19,222.5,910.0,5
22,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,110.0,51.0,89.2,18.0,17.0,16.5,17.5,17.5,52.0,24,NULL,-0.47,6.0,109.0,27,111.5,53.7,89.8,17.5,17.5,17.0,17.5,17.5,52.5,25,NULL,-0.52,6.6,112.8,18,221.8,1011.0,2
23,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,108.5,48.3,88.5,17.0,16.5,17.0,17.0,16.5,50.5,24,NULL,-0.46,5.8,104.6,30,114.5,59.1,88.9,17.5,17.0,17.5,17.0,17.5,52.0,25,NULL,-0.40,5.1,116.2,17,220.8,980.1,3
23,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,115.5,60.9,89.2,17.5,17.5,17.0,17.5,17.5,52.5,24,NULL,0.21,-1.8,111.6,25,114.0,58.2,89.4,17.5,17.5,17.0,17.5,17.5,52.5,25,NULL,0.18,-1.5,109.2,24,220.8,811.5,7
25,Zyla Piotr,POL,16 JAN 1987,WSS Wisla,115.5,60.9,89.3,18.0,17.5,17.0,18.0,17.5,53.0,24,NULL,-0.11,1.4,115.3,18,110.0,51.0,90.0,16.5,16.5,16.5,16.5,16.5,49.5,25,NULL,-0.13,1.6,102.1,26,217.4,910.0,5
26,Vidic Matija,SLO,30 AUG 2000,SSK Ilirija,116.5,62.7,88.6,17.0,17.5,17.0,17.5,16.5,51.5,24,NULL,0.65,-5.5,108.7,28,113.5,57.3,89.4,17.5,17.0,17.0,17.0,17.0,51.0,25,NULL,0.03,-0.3,108.0,25,216.7,950.9,4
27,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,116.0,61.8,89.1,17.0,17.0,16.5,17.5,17.0,51.0,24,NULL,-0.42,5.3,118.1,12,104.5,41.1,89.2,17.0,16.5,16.5,17.0,17.0,50.5,25,NULL,-0.36,4.6,96.2,28,214.3,950.9,4
28,Peier Killian,SUI,28 MAR 1995,Vallee du Joux,117.0,63.6,89.4,17.5,17.5,17.5,17.5,17.5,52.5,24,NULL,0.25,-2.1,114.0,19,104.0,40.2,89.7,17.0,17.0,16.5,17.0,17.0,51.0,25,NULL,-0.25,3.2,94.4,29,208.4,641.3,8
29,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,113.5,57.3,88.9,17.5,17.5,16.5,17.5,17.0,52.0,24,NULL,0.28,-2.4,106.9,29,106.0,43.8,89.6,17.0,16.5,16.5,16.5,17.0,50.0,25,NULL,-0.39,4.9,98.7,27,205.6,894.4,6
30,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,119.5,68.1,88.8,18.0,18.0,17.5,18.5,18.5,54.5,24,NULL,0.04,-0.3,122.3,10,97.5,28.5,89.3,16.5,16.0,16.0,16.0,16.5,48.5,25,NULL,-0.49,6.2,83.2,30,205.5,1033.4,1
31,Zografski Vladimir,BUL,14 JUL 1993,NSA,112.5,55.5,88.4,18.0,17.0,17.0,17.0,17.0,51.0,24,NULL,0.26,-2.2,104.3,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.3,208.6,11
32,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,110.5,51.9,89.6,17.0,16.5,17.0,17.0,17.0,51.0,24,NULL,-0.09,1.1,104.0,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.0,910.0,5
33,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,109.0,49.2,89.2,17.0,17.0,16.5,17.0,17.0,51.0,24,NULL,-0.28,3.6,103.8,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.8,1011.0,2
34,Larson Casey,USA,16 DEC 1998,Norge Ski Club,113.0,56.4,89.0,17.5,17.0,16.5,17.0,17.0,51.0,24,NULL,0.47,-4.0,103.4,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.4,583.8,9
35,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,108.0,47.4,89.2,17.0,16.5,16.0,17.0,17.0,50.5,24,NULL,-0.36,4.6,102.5,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.5,950.9,4
36,Bjoereng Joacim Oedegaard,NOR,14 DEC 1995,Roeykenhopp,111.0,52.8,89.2,17.0,16.5,16.5,17.0,16.5,50.0,24,NULL,0.12,-1.0,101.8,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.8,980.1,3
37,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,110.5,51.9,88.9,17.5,16.5,16.5,17.0,17.0,50.5,24,NULL,0.25,-2.1,100.3,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.3,980.1,3
37,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,109.0,49.2,88.1,16.5,17.0,16.5,17.0,17.0,50.5,24,NULL,-0.05,0.6,100.3,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.3,200.6,12
39,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,103.5,39.3,89.2,17.0,16.5,16.5,17.0,17.0,50.5,24,NULL,-0.73,9.3,99.1,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.1,980.1,3
40,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,110.5,51.9,89.8,17.0,17.5,16.5,17.5,17.0,51.5,24,NULL,0.55,-4.7,98.7,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.7,641.3,8
41,Urlaub Andrew,USA,12 APR 2001,Flying Eagles Ski Club Inc,108.5,48.3,89.1,16.5,16.0,16.0,17.0,16.5,49.0,24,NULL,-0.07,0.9,98.2,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.2,583.8,9
42,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,106.0,43.8,89.0,17.0,17.0,16.5,17.0,17.0,51.0,24,NULL,-0.12,1.5,96.3,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.3,192.6,13
43,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,107.0,45.6,88.8,17.5,17.0,16.0,17.0,17.0,51.0,24,NULL,0.15,-1.3,95.3,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.3,894.4,6
44,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,108.5,48.3,88.8,17.0,16.5,16.5,17.0,16.5,50.0,24,NULL,0.44,-3.7,94.6,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.6,910.0,5
45,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,107.0,45.6,89.4,16.0,16.5,16.0,16.5,16.5,49.0,24,NULL,0.27,-2.3,92.3,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.3,811.5,7
46,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,105.5,42.9,89.3,16.5,16.5,16.5,16.5,16.5,49.5,24,NULL,0.04,-0.3,92.1,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.1,950.9,4
47,Belshaw Erik,USA,23 AUG 2004,Steamboat Springs winter sports clu,101.0,34.8,88.7,16.5,16.0,16.0,16.5,16.0,48.5,24,NULL,-0.55,7.0,90.3,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.3,583.8,9
48,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,102.0,36.6,89.2,15.5,14.5,14.5,15.0,15.0,44.5,24,NULL,-0.50,6.3,87.4,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.4,1033.4,1
49,Palosaari Vilho,FIN,20 JUL 2004,Kuusamon Era-Veikot,99.5,32.1,88.9,16.0,16.0,15.5,16.0,16.0,48.0,24,NULL,-0.56,7.1,87.2,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.2,811.5,7
50,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,99.0,31.2,89.0,14.0,14.5,14.5,15.0,14.5,43.5,24,NULL,0.32,-2.7,72.0,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72.0,910.0,5
