RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
14,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,125.5,69.9,87.5,17.5,17.5,17.0,17.5,17.5,52.5,11,NULL,0.50,-5.4,117.0,12,123.0,65.4,87.9,17.5,17.5,17.5,17.5,18.0,52.5,12,NULL,-0.07,1.1,119.0,15,236.0,423.4,7
15,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,124.5,68.1,87.7,18.0,18.0,17.5,18.0,17.5,53.5,11,NULL,0.34,-3.7,117.9,9,121.0,61.8,87.5,17.5,18.0,17.5,17.5,18.0,53.0,11,3.6,0.18,-1.9,116.5,18,234.4,993.6,1
16,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,129.5,77.1,87.6,18.5,18.0,18.5,18.5,18.0,55.0,11,NULL,1.13,-12.2,119.9,6,118.5,57.3,87.9,17.5,17.5,17.5,17.5,17.5,52.5,11,3.6,0.02,-0.2,113.2,21,233.1,927.3,4
17,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,121.5,62.7,87.9,15.0,16.0,16.0,16.0,16.0,48.0,11,NULL,-0.61,9.9,120.6,5,118.5,57.3,87.6,17.5,17.5,17.5,17.5,18.0,52.5,11,3.6,0.13,-1.4,112.0,22,232.6,891.7,6
18,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,126.0,70.8,87.2,18.0,18.0,18.0,18.0,17.5,54.0,11,NULL,0.82,-8.9,115.9,15,123.5,66.3,87.6,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,0.48,-5.2,115.1,20,231.0,973.2,3
19,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,121.5,62.7,87.7,17.5,17.5,17.0,17.5,17.5,52.5,11,NULL,0.24,-2.6,112.6,20,124.5,68.1,88.1,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,0.40,-4.3,117.8,17,230.4,891.7,5
20,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,117.0,54.6,86.7,17.5,17.5,17.5,17.5,18.0,52.5,11,NULL,0.07,-0.8,106.3,29,126.5,71.7,87.4,18.0,18.0,17.5,18.5,18.0,54.0,12,NULL,0.21,-2.3,123.4,9,229.7,891.7,6
21,Villumstad Fredrik,NOR,21 MAR 1999,SKIMT,119.5,59.1,87.7,17.0,17.5,17.0,17.5,17.0,51.5,11,NULL,0.14,-1.5,109.1,24,122.5,64.5,88.1,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,0.00,0.0,118.5,16,227.6,973.2,3
22,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,120.5,60.9,87.4,17.5,17.5,17.5,17.5,17.0,52.5,11,NULL,-0.27,4.4,117.8,10,136.5,89.7,87.7,9.5,9.0,9.0,9.5,9.5,28.0,12,NULL,0.79,-8.5,109.2,25,227.0,973.2,3
23,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,117.5,55.5,87.2,17.0,17.0,17.0,17.5,17.0,51.0,11,NULL,0.06,-0.6,105.9,30,124.5,68.1,87.8,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,0.63,-6.8,115.3,19,221.2,927.3,4
23,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,125.5,69.9,87.9,18.0,17.5,17.5,18.0,18.0,53.5,11,NULL,1.25,-13.5,109.9,21,120.0,60.0,88.0,17.5,17.5,17.0,17.5,17.5,52.5,12,NULL,0.11,-1.2,111.3,23,221.2,993.6,1
25,Lanisek Anze,SLO,20 APR 1996,Ssk Menges,117.0,54.6,87.4,17.0,17.5,17.0,17.0,18.0,51.5,11,NULL,-0.19,3.1,109.2,23,115.0,51.0,88.0,17.0,17.5,17.5,17.5,17.0,52.0,12,NULL,-0.47,7.6,110.6,24,219.8,891.7,6
26,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,125.0,69.0,87.5,17.5,17.5,17.5,17.5,17.5,52.5,11,NULL,0.80,-8.6,112.9,19,118.5,57.3,87.6,17.0,17.0,16.5,17.0,17.0,51.0,12,NULL,0.31,-3.3,105.0,26,217.9,217.9,9
27,Hula Stefan,POL,29 SEP 1986,KS Eve-nement Zakopane,118.5,57.3,88.1,17.0,17.5,17.0,17.5,17.5,52.0,11,NULL,0.03,-0.3,109.0,25,113.0,47.4,88.0,17.0,17.0,17.0,16.5,17.0,51.0,12,NULL,-0.21,3.4,101.8,27,210.8,993.6,1
28,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,125.0,69.0,87.9,17.5,17.5,17.0,18.0,17.5,52.5,11,NULL,0.61,-6.6,114.9,16,123.0,65.4,87.8,12.5,13.0,11.5,12.5,15.0,38.0,12,NULL,0.77,-8.3,95.1,29,210.0,891.7,5
29,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,118.0,56.4,87.9,17.0,17.0,17.0,17.0,16.5,51.0,11,NULL,-0.05,0.8,108.2,27,113.5,48.3,87.9,16.5,17.0,16.5,16.5,17.0,50.0,12,NULL,0.26,-2.8,95.5,28,203.7,203.7,10
30,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,120.0,60.0,87.7,17.5,17.5,17.5,17.5,17.0,52.5,11,NULL,0.43,-4.6,107.9,28,114.0,49.2,87.2,17.0,17.0,16.5,17.0,17.0,51.0,12,NULL,0.49,-5.3,94.9,30,202.8,891.7,5
31,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,120.0,60.0,88.2,17.0,17.5,17.0,17.5,17.0,51.5,11,NULL,0.54,-5.8,105.7,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.7,993.6,1
32,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,120.0,60.0,87.5,17.5,17.5,17.0,17.0,18.0,52.0,11,NULL,0.61,-6.6,105.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.4,891.7,5
33,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,120.5,60.9,87.2,17.5,17.5,17.0,17.5,17.5,52.5,11,NULL,0.80,-8.6,104.8,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.8,891.7,6
34,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,115.0,51.0,87.9,17.0,17.0,17.5,17.5,18.0,52.0,11,NULL,-0.06,1.0,104.0,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.0,927.3,4
34,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,117.5,55.5,87.8,17.0,17.0,17.0,17.5,17.0,51.0,11,NULL,0.23,-2.5,104.0,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.0,993.6,1
36,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,117.0,54.6,88.1,17.0,17.5,17.5,17.5,17.5,52.5,11,NULL,0.34,-3.7,103.4,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.4,993.6,1
37,Huber Daniel,AUT,2 JAN 1993,SC Seekirchen-Salzburg,116.5,53.7,87.2,17.0,17.5,17.0,17.0,17.5,51.5,11,NULL,0.19,-2.1,103.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.1,992.4,2
38,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,114.0,49.2,87.0,17.0,17.0,17.0,17.0,16.5,51.0,11,NULL,-0.12,1.9,102.1,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.1,973.2,3
39,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,117.5,55.5,86.9,17.0,17.0,16.5,17.0,17.0,51.0,11,NULL,0.62,-6.7,99.8,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.8,891.7,5
39,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,117.0,54.6,88.0,16.5,16.5,16.5,17.0,16.5,49.5,11,NULL,0.40,-4.3,99.8,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.8,927.3,4
41,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,112.0,45.6,87.3,16.5,15.5,16.5,16.0,16.0,48.5,11,NULL,-0.34,5.5,99.6,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.6,992.4,2
42,Deschwanden Gregor,SUI,27 FEB 1991,Horw,116.5,53.7,87.5,17.0,17.0,17.0,17.0,16.5,51.0,11,NULL,0.59,-6.4,98.3,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.3,196.6,11
43,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,115.5,51.9,87.0,17.0,17.0,17.0,17.5,17.0,51.0,11,NULL,0.76,-8.2,94.7,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.7,891.7,6
44,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,113.0,47.4,87.4,16.0,16.0,16.0,16.0,16.5,48.0,11,NULL,0.16,-1.7,93.7,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.7,423.4,7
45,Zografski Vladimir,BUL,14 JUL 1993,NSA,113.5,48.3,87.1,16.5,17.0,16.5,16.5,16.5,49.5,11,NULL,0.44,-4.8,93.0,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.0,186.0,12
46,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,108.0,38.4,87.3,16.5,16.5,16.0,16.5,16.5,49.5,11,NULL,-0.11,1.8,89.7,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.7,292.0,8
47,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,103.0,29.4,87.9,16.0,16.0,15.5,16.0,16.0,48.0,11,NULL,-0.15,2.4,79.8,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.8,159.6,13
48,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,105.5,33.9,87.3,15.0,15.0,14.5,15.0,15.0,45.0,11,NULL,0.14,-1.5,77.4,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.4,891.7,6
49,Palosaari Vilho,FIN,20 JUL 2004,Kuusamon Era-Veikot,92.5,10.5,87.6,14.0,15.0,14.5,15.0,14.5,44.0,11,NULL,-0.11,1.8,56.3,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.3,292.0,8
50,Koudelka Roman,CZE,9 JUL 1989,LSK Lomnice nad Popelkou - Dukla,89.5,5.1,87.3,14.0,14.5,14.0,14.5,14.0,42.5,11,NULL,-0.09,1.5,49.1,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.1,98.2,14
