RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,133.0,83.4,86.2,17.5,17.0,17.5,18.0,17.5,52.5,11,NULL,0.50,-5.9,130.0,25,141.5,98.7,86.3,18.5,18.5,18.5,18.5,18.5,55.5,11,NULL,0.28,-3.3,150.9,3,280.9,733.1,7
12,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,141.5,98.7,86.1,18.0,19.0,18.5,18.0,18.5,55.0,11,NULL,0.87,-10.2,143.5,7,133.0,83.4,85.6,17.5,18.0,19.0,18.0,19.0,55.0,10,5.2,0.55,-6.4,137.2,14,280.7,1173.4,1
13,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,138.5,93.3,86.6,18.0,18.0,18.0,18.5,18.0,54.0,11,NULL,0.70,-8.2,139.1,15,138.0,92.4,86.3,18.0,18.5,19.0,18.5,18.0,55.0,11,NULL,0.73,-8.5,138.9,13,278.0,1127.3,3
14,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,137.5,91.5,86.2,18.0,18.5,18.5,18.0,18.0,54.5,11,NULL,0.92,-10.8,135.2,18,137.0,90.6,86.4,18.5,18.5,18.5,18.0,18.5,55.5,11,NULL,0.55,-6.4,139.7,12,274.9,1097.2,5
15,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,139.5,95.1,86.0,18.0,18.5,18.5,18.5,18.0,55.0,11,NULL,0.71,-8.3,141.8,11,133.5,84.3,85.8,17.5,18.0,17.5,18.0,18.0,53.5,11,NULL,0.56,-6.6,131.2,18,273.0,1127.3,3
16,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,142.0,99.6,86.7,15.0,16.0,15.5,15.5,16.5,47.0,11,NULL,0.86,-10.1,136.5,17,136.0,88.8,86.5,17.0,17.5,16.5,17.0,17.0,51.0,11,NULL,0.68,-8.0,131.8,17,268.3,1097.2,5
17,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,135.5,87.9,85.9,18.0,18.0,19.0,18.5,18.5,55.0,11,NULL,0.22,-2.6,140.3,14,131.0,79.8,86.0,17.5,17.5,18.0,18.0,18.5,53.5,11,NULL,0.58,-6.8,126.5,23,266.8,1114.6,4
18,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,136.5,89.7,86.0,18.0,18.5,18.0,17.5,18.0,54.0,11,NULL,0.81,-9.5,134.2,19,132.0,81.6,85.9,18.0,17.5,17.0,17.5,18.0,53.0,11,NULL,0.30,-3.5,131.1,20,265.3,1097.2,5
19,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,133.0,83.4,85.9,18.0,17.5,18.0,17.5,18.5,53.5,11,NULL,0.72,-8.4,128.5,27,136.5,89.7,85.6,17.5,18.0,17.5,17.5,17.5,52.5,11,NULL,0.52,-6.1,136.1,15,264.6,1165.0,2
20,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,135.0,87.0,86.5,18.0,18.0,18.5,18.0,18.5,54.5,11,NULL,0.97,-11.3,130.2,24,135.5,87.9,86.5,18.0,18.5,18.5,18.0,18.0,54.5,11,NULL,0.69,-8.1,134.3,16,264.5,1165.0,2
21,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,140.0,96.0,86.7,18.0,18.5,18.5,18.0,18.0,54.5,11,NULL,0.66,-7.7,142.8,8,128.0,74.4,86.3,17.0,16.5,16.0,17.0,17.5,50.5,10,5.2,0.76,-8.9,121.2,24,264.0,1097.2,5
22,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,135.0,87.0,85.6,17.5,18.0,18.0,17.5,18.0,53.5,11,NULL,0.69,-8.1,132.4,20,131.5,80.7,85.9,17.0,18.0,17.5,17.5,18.0,53.0,11,NULL,0.22,-2.6,131.1,20,263.5,1127.3,3
23,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,134.5,86.1,86.3,17.5,17.5,17.5,18.0,17.0,52.5,11,NULL,0.58,-6.8,131.8,21,133.0,83.4,86.1,17.5,17.5,18.5,17.5,17.5,52.5,11,NULL,0.40,-4.7,131.2,18,263.0,1127.3,3
24,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,131.5,80.7,86.6,17.0,17.0,17.0,17.0,17.5,51.0,11,NULL,0.50,-5.9,125.8,30,131.0,79.8,86.6,17.0,17.5,18.0,17.5,17.5,52.5,11,NULL,0.46,-5.4,126.9,22,252.7,1127.3,3
25,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,133.5,84.3,86.3,17.5,18.0,18.0,18.0,17.5,53.5,11,NULL,0.71,-8.3,129.5,26,129.5,77.1,86.0,17.0,17.5,18.0,17.5,17.5,52.5,11,NULL,0.73,-8.5,121.1,25,250.6,1114.6,4
26,Zografski Vladimir,BUL,14 JUL 1993,NSA,133.0,83.4,85.8,17.0,17.5,18.0,17.5,17.5,52.5,11,NULL,0.41,-4.8,131.1,22,126.5,71.7,85.6,17.0,17.0,17.0,17.0,17.5,51.0,11,NULL,0.42,-4.9,117.8,27,248.9,248.9,10
27,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,134.0,85.2,86.0,17.5,18.0,17.5,17.5,17.5,52.5,11,NULL,0.82,-9.6,128.1,29,128.5,75.3,85.6,17.0,18.5,17.5,17.0,17.5,52.0,11,NULL,0.67,-7.8,119.5,26,247.6,1165.0,2
28,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,130.0,78.0,86.7,18.0,18.0,18.0,18.0,18.0,54.0,11,NULL,0.31,-3.6,128.4,28,124.5,68.1,86.6,17.0,18.0,18.0,17.5,17.5,53.0,11,NULL,0.62,-7.3,113.8,28,242.2,1097.2,5
29,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,135.0,87.0,85.9,18.0,18.0,17.5,18.0,18.0,54.0,11,NULL,0.89,-10.4,130.6,23,114.5,50.1,85.9,16.5,17.0,16.5,16.0,17.0,50.0,11,NULL,0.32,-3.7,96.4,29,227.0,227.0,13
30,Granerud Halvor Egner,NOR,29 MAY 1996,Asker Skiklubb,143.0,101.4,85.7,18.0,18.0,18.0,18.0,18.5,54.0,10,5.2,0.65,-7.6,153.0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DSQ,153.0,1165.0,2
31,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,132.5,82.5,86.1,17.5,17.0,17.5,18.0,18.0,53.0,11,NULL,0.95,-11.1,124.4,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.4,1173.4,1
32,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,130.5,78.9,86.6,17.5,17.5,17.5,17.5,17.5,52.5,11,NULL,0.69,-8.1,123.3,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.3,246.6,11
33,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,132.5,82.5,86.1,17.5,17.5,17.5,18.0,18.0,53.0,11,NULL,1.11,-13.0,122.5,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.5,1173.4,1
34,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,129.0,76.2,85.8,17.5,18.0,17.5,17.5,17.0,52.5,11,NULL,0.64,-7.5,121.2,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.2,940.2,6
35,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,130.0,78.0,86.5,17.5,17.5,17.5,17.5,17.5,52.5,11,NULL,0.95,-11.1,119.4,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.4,1114.6,4
36,Deschwanden Gregor,SUI,27 FEB 1991,Horw,129.5,77.1,86.5,17.5,17.0,17.0,17.0,17.0,51.0,11,NULL,0.85,-9.9,118.2,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.2,236.4,12
37,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,127.5,73.5,86.1,17.5,17.5,17.5,17.5,18.0,52.5,11,NULL,0.75,-8.8,117.2,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.2,733.1,7
38,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,127.5,73.5,86.4,17.5,17.5,17.5,17.0,17.0,52.0,11,NULL,0.73,-8.5,117.0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.0,619.4,8
39,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,129.5,77.1,86.0,17.0,18.5,18.0,17.5,17.0,52.5,11,NULL,1.13,-13.2,116.4,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.4,940.2,6
40,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,126.0,70.8,86.2,17.0,17.0,16.5,17.0,16.5,50.5,11,NULL,0.43,-5.0,116.3,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.3,940.2,6
41,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,126.5,71.7,85.9,17.0,17.5,17.5,17.5,17.0,52.0,11,NULL,0.64,-7.5,116.2,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.2,940.2,6
42,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,125.0,69.0,86.0,16.5,17.0,16.5,17.0,17.0,50.5,11,NULL,0.36,-4.2,115.3,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.3,940.2,6
43,Cecon Francesco,ITA,13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A R.L,123.5,66.3,86.2,16.5,16.0,15.5,16.0,15.5,47.5,11,NULL,0.42,-4.9,108.9,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.9,733.1,7
44,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,123.5,66.3,86.0,17.0,16.0,16.5,16.5,16.5,49.5,11,NULL,0.81,-9.5,106.3,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.3,1114.6,4
45,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,121.0,61.8,85.7,16.5,16.0,16.0,16.5,16.5,49.0,11,NULL,0.73,-8.5,102.3,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.3,387.6,9
46,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,119.0,58.2,85.9,16.5,16.5,17.0,17.0,17.0,50.5,11,NULL,0.81,-9.5,99.2,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.2,1114.6,4
47,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,118.5,57.3,86.1,16.5,16.5,16.5,16.5,17.0,49.5,11,NULL,0.68,-8.0,98.8,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.8,619.4,8
48,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,116.5,53.7,86.3,14.5,14.5,15.0,15.0,15.0,44.5,11,NULL,0.37,-4.3,93.9,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.9,619.4,8
49,Maltsev Kevin,EST,4 JUL 2000,Elva Skiclub,114.5,50.1,85.5,16.5,15.5,14.5,16.0,16.5,48.0,11,NULL,0.56,-6.6,91.5,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.5,387.6,9
50,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,114.5,50.1,85.9,15.0,14.5,14.5,14.5,15.0,44.0,11,NULL,0.49,-5.7,88.4,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.4,176.8,14
