RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
26,Urlaub Andrew,USA,12 APR 2001,Flying Eagles Ski Club Inc,122.0,45.6,87.5,17.0,17.0,17.5,17.0,17.0,51.0,10,NULL,0.92,-10.8,85.8,26,118.5,39.3,88.1,16.5,17.0,17.0,17.0,17.0,51.0,11,NULL,0.74,-8.7,81.6,27,167.4,389.6,9
27,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,124.0,49.2,87.5,17.0,17.0,17.0,17.0,17.5,51.0,10,NULL,1.09,-12.8,87.4,25,117.5,37.5,87.2,17.0,17.0,16.5,17.0,17.0,51.0,11,NULL,0.89,-10.4,78.1,28,165.5,713.2,6
28,Ammann Simon,SUI,25 JUN 1981,SSC Toggenburg,123.0,47.4,87.3,17.0,17.0,17.0,17.0,17.5,51.0,10,NULL,0.89,-10.4,88.0,24,114.0,31.2,87.0,16.5,16.5,16.5,16.5,16.5,49.5,11,NULL,0.45,-5.3,75.4,29,163.4,305.4,10
29,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,114.5,32.1,87.6,16.5,16.5,16.5,17.0,16.5,49.5,10,NULL,0.65,-7.6,74.0,30,118.0,38.4,88.3,17.0,17.0,17.0,17.0,17.0,51.0,11,NULL,0.22,-2.6,86.8,26,160.8,418.2,8
30,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,132.5,64.5,87.7,18.0,18.0,18.0,17.5,17.5,53.5,10,NULL,0.82,-9.6,108.4,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DSQ,108.4,432.8,7
31,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,115.0,33.0,87.5,16.5,16.5,16.5,16.5,16.5,49.5,10,NULL,0.79,-9.2,73.3,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.3,898.9,2
32,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,110.5,24.9,87.1,16.0,16.5,16.0,16.0,16.5,48.5,10,NULL,0.05,-0.6,72.8,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72.8,899.4,1
33,Deschwanden Gregor,SUI,27 FEB 1991,Horw,116.0,34.8,87.3,16.5,16.5,17.0,16.5,16.5,49.5,10,NULL,1.14,-13.3,71.0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,305.4,10
34,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,107.5,19.5,87.5,16.0,16.5,16.5,16.5,16.5,49.5,10,NULL,0.07,-0.8,68.2,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.2,850.8,4
35,Larson Casey,USA,16 DEC 1998,Norge Ski Club,112.0,27.6,87.1,16.5,16.5,16.5,16.0,16.5,49.5,10,NULL,0.94,-11.0,66.1,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.1,389.6,9
35,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,111.5,26.7,87.1,16.0,16.5,16.5,16.5,16.5,49.5,10,NULL,0.86,-10.1,66.1,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.1,418.2,8
37,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,110.0,24.0,86.5,15.5,15.5,15.0,16.0,15.5,46.5,10,NULL,0.64,-7.5,63.0,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63.0,126.0,11
38,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,107.0,18.6,87.3,15.5,16.0,16.0,15.0,16.0,47.5,10,NULL,0.30,-3.5,62.6,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.6,418.2,8
39,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,106.0,16.8,87.1,16.5,16.5,16.5,16.5,16.5,49.5,10,NULL,0.41,-4.8,61.5,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.5,741.6,5
40,Cecon Francesco,ITA,13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A R.L,107.5,19.5,87.5,15.5,16.0,15.5,15.5,16.5,47.0,10,NULL,0.79,-9.2,57.3,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.3,432.8,7
41,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,104.0,13.2,86.6,15.5,16.0,16.0,15.5,16.5,47.5,10,NULL,0.33,-3.9,56.8,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.8,899.4,1
42,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,104.0,13.2,87.2,16.0,16.5,16.0,16.0,16.5,48.5,10,NULL,0.52,-6.1,55.6,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55.6,111.2,12
43,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,106.0,16.8,86.7,16.0,16.0,15.5,15.5,16.0,47.5,10,NULL,1.16,-13.6,50.7,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.7,432.8,7
44,Cacina Daniel Andrei,ROU,17 OCT 2001,CS DINAMO BUC-CENTRUL SPORTIV BV,101.5,8.7,86.8,16.0,16.5,16.0,16.0,16.0,48.0,10,NULL,0.92,-10.8,45.9,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.9,91.8,13
45,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,100.5,6.9,87.0,16.0,16.5,16.0,16.0,16.0,48.0,10,NULL,0.85,-9.9,45.0,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.0,389.6,9
46,Takeuchi Taku,JPN,20 MAY 1987,team taku,99.5,5.1,87.0,14.0,13.5,14.5,15.0,14.5,43.0,10,NULL,0.45,-5.3,42.8,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42.8,713.2,6
47,Huber Daniel,AUT,2 JAN 1993,SC Seekirchen-Salzburg,99.0,4.2,87.2,14.5,15.0,15.5,14.5,15.0,44.5,10,NULL,0.61,-7.1,41.6,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.6,898.9,2
48,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,98.5,3.3,86.7,15.0,14.5,15.5,14.5,15.0,44.5,10,NULL,0.72,-8.4,39.4,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.4,741.6,5
49,Koudelka Roman,CZE,9 JUL 1989,LSK Lomnice nad Popelkou - Dukla,97.5,1.5,86.6,15.0,15.0,15.0,15.0,15.0,45.0,10,NULL,0.82,-9.6,36.9,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.9,73.8,14
50,Marusiak Yevhen,UKR,16 MAR 2000,ShVSM of Ivano-Frankivsk,91.0,-10.2,85.9,14.0,14.5,14.5,14.5,14.5,43.5,10,NULL,0.51,-6.0,27.3,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.3,54.6,15
