RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,133.0,74.4,90.5,18.0,17.5,18.5,18.0,18.5,54.5,09,NULL,-0.03,0.5,129.4,12,132.5,73.5,90.4,18.5,18.5,18.0,18.5,18.5,55.5,10,NULL,-0.13,2.1,131.1,12,260.5,1113.2,1
12,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,127.0,63.6,90.3,18.0,17.5,17.5,18.0,17.5,53.0,09,NULL,-0.46,7.5,124.1,19,135.0,78.0,90.6,18.5,18.5,18.5,18.5,19.0,55.5,10,NULL,-0.16,2.6,136.1,9,260.2,907.4,6
13,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,128.5,66.3,90.0,17.5,18.0,17.5,18.0,18.0,53.5,09,NULL,-0.67,10.9,130.7,9,133.5,75.3,90.2,18.5,18.0,18.0,18.0,18.0,54.0,10,NULL,0.06,-0.6,128.7,17,259.4,1053.1,2
14,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,132.5,73.5,90.6,18.5,18.0,18.0,18.5,18.5,55.0,09,NULL,-0.07,1.1,129.6,11,130.0,69.0,90.7,18.0,17.5,18.0,17.5,17.5,53.0,10,NULL,-0.33,5.3,127.3,18,256.9,1044.4,3
15,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,132.5,73.5,90.9,17.5,16.5,17.0,17.0,17.0,51.0,09,NULL,-0.04,0.6,125.1,15,133.0,74.4,91.0,18.5,18.0,18.0,18.0,18.0,54.0,10,NULL,-0.10,1.6,130.0,14,255.1,1053.1,2
16,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,130.5,69.9,90.2,18.0,17.0,17.5,18.0,17.5,53.0,09,NULL,-0.11,1.8,124.7,16,131.5,71.7,90.5,18.5,18.0,18.5,18.5,18.0,55.0,10,NULL,-0.21,3.4,130.1,13,254.8,1044.4,3
17,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,126.0,61.8,90.8,18.0,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.51,8.3,122.6,24,130.0,69.0,91.3,18.0,17.5,17.5,18.0,17.5,53.0,10,NULL,-0.42,6.8,128.8,16,251.4,1042.8,5
18,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,131.0,70.8,89.9,18.0,18.5,18.0,17.5,18.0,54.0,09,NULL,0.05,-0.5,124.3,18,130.0,69.0,90.3,18.0,18.5,18.0,18.0,18.5,54.5,10,NULL,-0.21,3.4,126.9,19,251.2,1043.0,4
19,Zografski Vladimir,BUL,14 JUL 1993,NSA,127.5,64.5,89.9,18.0,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.43,7.0,124.0,20,128.0,65.4,90.1,18.0,17.5,17.5,18.0,18.0,53.5,10,NULL,-0.45,7.3,126.2,21,250.2,250.2,9
20,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,128.0,65.4,90.6,17.5,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.27,4.4,122.3,25,130.0,69.0,91.0,18.0,18.0,18.0,18.0,18.0,54.0,10,NULL,-0.21,3.4,126.4,20,248.7,1044.4,3
21,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,128.0,65.4,90.7,18.0,18.0,18.0,18.0,18.0,54.0,09,NULL,-0.23,3.7,123.1,22,126.5,62.7,91.1,17.5,18.0,17.5,18.0,17.5,53.0,10,NULL,-0.56,9.1,124.8,22,247.9,1053.1,2
22,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,125.5,60.9,90.6,17.5,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.63,10.2,123.6,21,128.0,65.4,90.6,17.5,17.5,17.0,17.5,17.0,52.0,10,NULL,-0.39,6.3,123.7,23,247.3,1043.0,4
23,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,123.5,57.3,90.4,17.5,17.0,17.5,17.5,17.0,52.0,09,NULL,-0.48,7.8,117.1,30,130.0,69.0,90.5,18.0,18.0,18.0,17.5,17.5,53.5,10,NULL,-0.41,6.6,129.1,15,246.2,1043.0,4
24,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,132.5,73.5,90.2,18.0,18.0,18.5,18.5,18.0,54.5,09,NULL,0.05,-0.5,127.5,14,126.0,61.8,90.4,17.5,17.5,17.5,18.0,17.5,52.5,10,NULL,-0.11,1.8,116.1,28,243.6,1042.8,5
25,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,130.5,69.9,90.6,18.0,18.0,18.0,18.0,18.0,54.0,09,NULL,-0.05,0.8,124.7,16,127.0,63.6,90.8,17.5,17.5,17.5,17.5,17.5,52.5,10,NULL,-0.15,2.4,118.5,27,243.2,1042.8,5
26,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,125.0,60.0,89.9,17.5,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.59,9.6,122.1,26,127.5,64.5,90.2,18.0,17.5,17.5,17.5,17.5,52.5,10,NULL,-0.23,3.7,120.7,25,242.8,907.4,6
27,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,127.5,64.5,89.9,18.0,18.0,18.0,18.0,17.5,54.0,09,NULL,-0.17,2.8,121.3,27,127.0,63.6,90.2,18.0,18.0,18.0,18.0,18.0,54.0,10,NULL,-0.20,3.2,120.8,24,242.1,1053.1,2
28,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,128.0,65.4,91.1,17.5,17.5,17.0,17.5,17.5,52.5,09,NULL,0.05,-0.5,117.4,29,127.0,63.6,91.2,17.5,17.5,17.5,17.5,17.0,52.5,10,NULL,-0.19,3.1,119.2,26,236.6,236.6,10
29,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,128.5,66.3,90.6,17.5,17.0,17.5,17.5,17.5,52.5,09,NULL,-0.26,4.2,123.0,23,121.0,52.8,90.8,17.0,17.0,17.0,17.0,16.5,51.0,10,NULL,-0.56,9.1,112.9,29,235.9,674.9,7
30,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,127.5,64.5,90.0,17.5,17.5,17.5,17.5,17.0,52.5,09,NULL,-0.10,1.6,118.6,28,124.5,59.1,90.3,17.5,17.0,17.0,17.5,17.0,51.5,10,NULL,-0.12,1.9,112.5,30,231.1,650.3,8
31,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,126.5,62.7,90.7,17.5,17.5,17.5,17.0,17.5,52.5,09,NULL,-0.02,0.3,115.5,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.5,650.3,8
32,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,121.0,52.8,90.0,17.5,17.5,17.5,17.5,17.0,52.5,09,NULL,-0.62,10.0,115.3,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.3,1044.4,3
33,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,124.5,59.1,90.2,17.5,17.5,17.5,17.0,17.0,52.0,09,NULL,-0.25,4.0,115.1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.1,1042.8,5
34,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,126.0,61.8,90.4,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.12,1.9,114.7,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.7,1044.4,3
35,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,123.5,57.3,89.6,17.5,17.5,17.5,18.0,17.5,52.5,09,NULL,-0.27,4.4,114.2,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.2,1043.0,4
36,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,125.0,60.0,90.4,17.5,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.19,3.1,114.1,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.1,228.2,11
37,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,124.5,59.1,90.5,17.0,17.5,17.5,17.0,17.5,52.0,09,NULL,-0.07,1.1,112.2,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.2,674.9,7
38,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,123.0,56.4,90.1,17.5,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.04,0.6,108.0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.0,1043.0,4
39,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,120.5,51.9,90.3,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.27,4.4,107.3,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.3,674.9,7
39,Mueller Markus,AUT,17 JUL 2002,SG Klagenfurt,118.0,47.4,90.0,16.5,16.5,16.5,17.0,16.5,49.5,09,NULL,-0.64,10.4,107.3,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.3,1042.8,5
41,Deschwanden Gregor,SUI,27 FEB 1991,Horw,118.5,48.3,90.3,16.5,16.5,16.5,17.0,16.5,49.5,09,NULL,-0.47,7.6,105.4,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.4,210.8,12
42,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,119.0,49.2,90.5,17.0,16.5,16.5,16.5,16.5,49.5,09,NULL,-0.37,6.0,104.7,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.7,209.4,13
43,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,117.0,45.6,90.4,17.5,16.5,17.0,16.5,16.5,50.0,09,NULL,-0.54,8.7,104.3,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.3,1113.2,1
44,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,115.0,42.0,90.1,16.5,16.5,17.0,16.5,16.0,49.5,09,NULL,-0.76,12.3,103.8,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.8,907.4,6
45,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,113.0,38.4,90.5,16.5,16.5,16.0,16.5,16.0,49.0,09,NULL,-0.96,15.6,103.0,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.0,1113.2,1
46,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,114.0,40.2,89.3,16.5,16.5,16.0,16.5,16.0,49.0,09,NULL,-0.69,11.2,100.4,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.4,200.8,14
47,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,118.0,47.4,90.2,16.5,16.5,16.5,16.5,16.5,49.5,09,NULL,-0.09,1.5,98.4,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.4,907.4,6
48,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,115.0,42.0,89.7,16.5,16.5,16.5,16.5,16.5,49.5,09,NULL,-0.17,2.8,94.3,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.3,907.4,6
49,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,115.0,42.0,90.3,16.5,16.5,16.5,16.5,16.0,49.5,09,NULL,-0.16,2.6,94.1,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.1,650.3,8
50,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,112.0,36.6,90.1,16.5,16.5,16.5,16.5,16.0,49.5,09,NULL,-0.49,7.9,94.0,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.0,1113.2,1
