RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,127.5,73.5,88.9,18.5,18.5,18.5,18.5,18.0,55.5,12,NULL,-0.24,3.9,132.9,11,127.0,72.6,88.7,18.5,18.5,18.5,18.0,18.5,55.5,12,NULL,-0.07,1.1,129.2,13,262.1,1000.9,6
12,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,123.5,66.3,88.9,17.5,17.5,17.5,18.0,18.0,53.0,12,NULL,-0.52,8.4,127.7,17,126.5,71.7,88.7,18.5,18.0,18.5,18.5,18.0,55.0,12,NULL,-0.23,3.7,130.4,10,258.1,1066.5,2
13,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,126.0,70.8,88.9,18.0,18.0,18.5,18.0,18.0,54.0,12,NULL,-0.18,2.9,127.7,17,126.5,71.7,88.9,18.5,18.5,18.0,18.0,18.5,55.0,12,NULL,-0.20,3.2,129.9,12,257.6,1076.9,1
14,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,124.5,68.1,88.8,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.38,6.2,128.3,14,127.5,73.5,88.8,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.09,1.5,129.0,14,257.3,1076.9,1
15,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,125.0,69.0,88.7,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.18,2.9,125.9,20,126.5,71.7,88.5,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.34,5.5,131.2,9,257.1,1016.7,5
16,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,128.0,74.4,89.0,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.08,1.3,128.2,15,126.5,71.7,88.7,18.5,18.5,18.0,18.5,18.0,55.0,12,NULL,-0.10,1.6,128.3,16,256.5,1053.5,3
17,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,129.0,76.2,89.2,18.5,18.0,18.0,18.5,18.5,55.0,12,NULL,0.05,-0.5,130.7,12,125.5,69.9,89.0,18.0,18.0,17.5,18.0,18.5,54.0,12,NULL,-0.11,1.8,125.7,19,256.4,1016.7,5
18,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,125.0,69.0,88.6,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.32,5.2,128.2,15,125.5,69.9,88.6,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.17,2.8,126.7,17,254.9,1053.5,3
19,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,125.0,69.0,89.1,17.0,17.0,16.5,17.5,17.0,51.0,12,NULL,-0.46,7.5,127.5,19,125.0,69.0,89.0,18.0,17.0,17.5,18.0,18.0,53.5,12,NULL,-0.17,2.8,125.3,20,252.8,1016.7,5
20,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,124.0,67.2,88.9,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.16,2.6,123.8,25,124.5,68.1,88.7,17.5,18.0,17.5,18.5,18.0,53.5,12,NULL,-0.31,5.0,126.6,18,250.4,1016.7,5
21,Zografski Vladimir,BUL,14 JUL 1993,NSA,123.5,66.3,88.2,17.5,17.5,17.0,17.5,17.5,52.5,12,NULL,-0.43,7.0,125.8,21,125.0,69.0,88.0,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.06,1.0,124.0,24,249.8,249.8,9
22,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,125.0,69.0,88.6,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.12,1.9,124.9,23,123.5,66.3,88.7,17.5,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.24,3.9,124.2,23,249.1,1044.0,4
23,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,124.0,67.2,88.4,18.0,18.0,17.5,18.0,18.0,54.0,12,NULL,-0.16,2.6,123.8,25,122.5,64.5,88.3,17.5,17.0,17.0,17.5,17.5,52.0,12,NULL,-0.48,7.8,124.3,22,248.1,1066.5,2
24,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,123.0,65.4,88.3,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.33,5.3,124.7,24,122.5,64.5,88.5,18.0,18.0,17.5,17.5,18.0,53.5,12,NULL,-0.32,5.2,123.2,25,247.9,1066.5,2
25,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,123.5,66.3,88.6,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.30,4.9,125.2,22,123.0,65.4,88.8,18.0,18.0,18.0,18.0,18.5,54.0,12,NULL,-0.19,3.1,122.5,26,247.7,1016.7,5
26,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,124.0,67.2,89.2,18.0,18.0,17.5,18.0,18.0,54.0,12,NULL,-0.03,0.5,121.7,30,121.0,61.8,89.0,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.66,10.7,125.0,21,246.7,1016.7,5
27,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,123.5,66.3,88.6,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.23,3.7,122.5,29,120.0,60.0,88.5,17.0,17.0,16.5,17.0,17.0,51.0,12,NULL,-0.58,9.4,120.4,27,242.9,478.3,8
28,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,124.0,67.2,88.5,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.18,2.9,122.6,28,120.0,60.0,88.6,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.45,7.3,119.8,28,242.4,1053.5,3
29,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,123.5,66.3,88.6,18.0,17.5,17.5,18.0,18.0,53.5,12,NULL,-0.18,2.9,122.7,27,118.0,56.4,88.3,17.0,17.0,17.0,17.5,17.0,51.0,12,NULL,-0.42,6.8,114.2,29,236.9,1076.9,1
30,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,128.5,75.3,88.8,18.5,18.0,18.5,18.5,18.5,55.5,12,NULL,-0.42,6.8,137.6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DSQ,137.6,1000.9,6
31,Juroszek Kacper,POL,5 JUN 2001,Wss Wisla,121.0,61.8,88.8,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.36,5.8,120.1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.1,1044.0,4
32,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,122.5,64.5,88.9,17.5,17.5,17.0,17.5,17.5,52.5,12,NULL,-0.15,2.4,119.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.4,933.2,7
33,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,121.5,62.7,88.7,17.5,17.5,17.0,17.5,17.5,52.5,12,NULL,-0.23,3.7,118.9,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.9,933.2,7
34,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,118.5,57.3,88.9,17.0,17.5,17.0,17.5,17.0,51.5,12,NULL,-0.56,9.1,117.9,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.9,1044.0,4
35,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,121.0,61.8,88.8,17.0,17.5,17.0,17.5,17.0,51.5,12,NULL,-0.27,4.4,117.7,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.7,933.2,7
35,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,120.0,60.0,88.7,17.0,17.5,17.5,17.5,17.0,52.0,12,NULL,-0.35,5.7,117.7,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.7,478.3,8
37,Hula Stefan,POL,29 SEP 1986,KS Eve-nement Zakopane,118.5,57.3,88.7,17.0,17.5,17.5,17.5,17.0,52.0,12,NULL,-0.42,6.8,116.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.1,1044.0,4
38,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,119.5,59.1,88.7,17.5,17.0,17.0,17.5,17.0,51.5,12,NULL,-0.33,5.3,115.9,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.9,1000.9,6
38,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,119.5,59.1,88.1,17.0,17.0,17.0,17.5,17.0,51.0,12,NULL,-0.36,5.8,115.9,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.9,1000.9,6
40,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,116.5,53.7,88.6,17.0,17.0,17.0,17.5,17.0,51.0,12,NULL,-0.64,10.4,115.1,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.1,1044.0,4
41,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,121.5,62.7,88.9,17.5,18.0,17.5,17.5,17.5,52.5,12,NULL,0.07,-0.8,114.4,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.4,1053.5,3
42,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,119.5,59.1,88.3,17.0,17.0,17.0,17.0,17.0,51.0,12,NULL,-0.26,4.2,114.3,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.3,228.6,10
43,Villumstad Fredrik,NOR,21 MAR 1999,SKIMT,119.5,59.1,88.8,17.0,17.0,17.0,17.5,17.0,51.0,12,NULL,-0.23,3.7,113.8,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.8,1076.9,1
44,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,117.0,54.6,88.8,17.0,17.0,16.5,17.0,17.0,51.0,12,NULL,-0.39,6.3,111.9,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.9,223.8,11
45,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,118.5,57.3,89.0,17.0,17.0,17.0,17.5,17.0,51.0,12,NULL,-0.19,3.1,111.4,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.4,1044.0,4
46,Palosaari Vilho,FIN,20 JUL 2004,Kuusamon Era-Veikot,114.5,50.1,88.4,16.5,17.0,16.0,17.0,17.0,50.5,12,NULL,-0.62,10.0,110.6,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110.6,933.2,7
47,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,117.0,54.6,88.8,16.5,16.5,16.0,16.5,16.0,49.0,12,NULL,-0.40,6.5,110.1,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110.1,220.2,12
48,Deschwanden Gregor,SUI,27 FEB 1991,Horw,117.0,54.6,88.5,17.0,17.0,17.0,17.5,17.0,51.0,12,NULL,-0.19,3.1,108.7,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.7,217.4,13
49,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,116.5,53.7,88.3,17.0,17.0,16.5,17.0,17.0,51.0,12,NULL,-0.10,1.6,106.3,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.3,1000.9,6
50,Kot Maciej,POL,9 JUN 1991,AZS Zakopane,113.0,47.4,88.4,16.5,17.0,16.5,17.0,17.0,50.5,12,NULL,-0.12,1.9,99.8,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.8,1044.0,4
