RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,128.5,69.9,88.0,18.0,17.5,18.0,17.5,18.0,53.5,12,NULL,0.14,-1.5,121.9,14,130.5,73.5,86.8,18.0,18.5,18.5,18.0,18.5,55.0,09,NULL,0.71,-7.7,120.8,7,242.7,975.2,2
12,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,131.0,74.4,88.6,18.5,18.0,18.5,18.5,18.5,55.5,12,NULL,0.01,-0.1,129.8,6,123.0,60.0,87.5,18.5,17.5,17.0,17.5,17.5,52.5,09,NULL,0.14,-1.5,111.0,21,240.8,975.2,2
12,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,129.0,70.8,88.6,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,0.11,-1.2,123.6,11,125.0,63.6,87.6,18.0,18.0,18.0,18.0,18.0,54.0,09,NULL,0.04,-0.4,117.2,12,240.8,979.9,1
14,Zyla Piotr,POL,16 JAN 1987,WSS Wisla,131.5,75.3,88.6,18.5,18.0,18.5,18.0,18.5,55.0,12,NULL,0.27,-2.9,127.4,8,124.5,62.7,87.3,17.5,18.0,18.0,17.5,18.0,53.5,09,NULL,0.40,-4.3,111.9,19,239.3,968.4,3
15,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,127.0,67.2,88.4,18.5,17.5,18.0,18.0,18.0,54.0,12,NULL,0.06,-0.6,120.6,17,130.0,72.6,87.5,18.0,18.0,18.0,18.0,18.5,54.0,09,NULL,0.74,-8.0,118.6,9,239.2,965.7,4
16,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,128.5,69.9,88.4,18.0,18.0,18.0,18.5,18.0,54.0,12,NULL,0.07,-0.8,123.1,12,125.0,63.6,86.9,18.0,18.0,18.0,18.5,18.0,54.0,09,NULL,0.15,-1.6,116.0,17,239.1,975.2,2
17,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,123.0,60.0,88.5,18.5,17.5,18.0,17.5,17.5,53.0,12,NULL,-0.37,6.0,119.0,20,128.5,69.9,87.2,18.5,18.0,18.0,18.5,18.5,55.0,09,NULL,0.79,-8.5,116.4,15,235.4,975.2,2
18,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,123.5,60.9,88.3,18.5,17.0,17.5,17.5,18.0,53.0,12,NULL,-0.31,5.0,118.9,21,126.0,65.4,87.3,17.5,18.0,18.0,18.0,18.0,54.0,09,NULL,0.52,-5.6,113.8,18,232.7,965.7,4
19,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,125.0,63.6,88.1,18.0,17.0,18.0,17.5,17.5,53.0,12,NULL,0.11,-1.2,115.4,23,128.5,69.9,86.8,18.0,18.0,18.0,18.0,18.0,54.0,09,NULL,0.67,-7.2,116.7,14,232.1,979.9,1
20,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,127.0,67.2,88.8,18.0,17.0,18.0,18.0,18.0,54.0,12,NULL,0.10,-1.1,120.1,18,126.0,65.4,87.5,18.0,17.5,18.0,18.5,18.0,54.0,09,NULL,0.76,-8.2,111.2,20,231.3,931.4,5
21,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,121.0,56.4,88.5,18.0,16.5,17.0,17.0,17.0,51.0,12,NULL,-0.38,6.2,113.6,24,130.0,72.6,87.1,17.5,17.5,18.0,18.0,18.0,53.5,09,NULL,0.90,-9.7,116.4,15,230.0,580.8,7
22,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,124.0,61.8,88.9,18.0,17.5,18.0,17.5,17.5,53.0,12,NULL,-0.24,3.9,118.7,22,124.0,61.8,87.7,17.5,17.5,17.0,17.5,17.5,52.5,09,NULL,0.49,-5.3,109.0,23,227.7,931.4,5
23,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,122.5,59.1,88.2,18.0,17.0,17.5,17.0,17.0,51.5,12,NULL,0.03,-0.3,110.3,27,129.5,71.7,86.9,17.5,17.5,18.0,17.5,18.0,53.0,09,NULL,0.73,-7.9,116.8,13,227.1,931.4,5
24,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,123.0,60.0,88.6,18.5,17.0,18.0,17.5,17.5,53.0,12,NULL,-0.39,6.3,119.3,19,122.0,58.2,87.4,18.0,17.0,17.5,17.5,17.5,52.5,09,NULL,0.57,-6.2,104.5,25,223.8,931.4,5
25,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,122.5,59.1,88.1,18.0,17.5,17.5,17.5,17.5,52.5,12,NULL,0.03,-0.3,111.3,26,124.5,62.7,86.9,18.0,17.5,17.5,17.0,17.5,52.5,09,NULL,0.62,-6.7,108.5,24,219.8,979.9,1
26,Leitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,118.5,51.9,88.5,18.0,17.0,17.0,17.0,17.0,51.0,12,NULL,-0.54,8.7,111.6,25,124.0,61.8,87.1,17.0,16.0,17.5,16.5,17.0,50.5,09,NULL,0.89,-9.6,102.7,26,214.3,975.2,2
27,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,128.0,69.0,88.5,18.0,17.5,18.0,18.0,18.0,54.0,12,NULL,0.14,-1.5,121.5,15,115.5,46.5,87.1,15.5,16.0,15.5,16.0,16.0,47.5,09,NULL,0.44,-4.8,89.2,29,210.7,975.2,2
28,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,119.0,52.8,88.9,18.0,17.0,17.5,17.5,17.0,52.0,12,NULL,-0.26,4.2,109.0,29,118.0,51.0,87.4,17.0,17.0,17.0,17.0,17.5,51.0,09,NULL,0.30,-3.2,98.8,27,207.8,207.8,11
29,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,122.5,59.1,87.9,18.0,17.0,17.5,17.0,17.0,51.5,12,NULL,0.15,-1.6,109.0,29,117.5,50.1,86.7,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,0.67,-7.2,93.9,28,202.9,965.7,4
30,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,120.5,55.5,88.0,18.0,17.0,17.0,17.0,17.0,51.0,12,NULL,-0.18,2.9,109.4,28,112.0,40.2,86.6,16.5,16.5,16.5,16.5,16.5,49.5,09,NULL,0.34,-3.7,86.0,30,195.4,888.9,6
31,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,118.0,51.0,88.2,17.5,16.5,17.0,17.0,17.0,51.0,12,NULL,-0.39,6.3,108.3,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.3,979.9,1
32,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,117.5,50.1,88.2,17.5,17.0,16.5,17.5,17.0,51.5,12,NULL,-0.32,5.2,106.8,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.8,888.9,6
33,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,118.0,51.0,88.3,18.5,17.0,17.5,17.5,17.0,52.0,12,NULL,-0.18,2.9,105.9,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.9,968.4,3
34,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,116.0,47.4,88.7,18.0,17.0,17.0,17.0,17.0,51.0,12,NULL,-0.43,7.0,105.4,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.4,210.8,9
35,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,117.0,49.2,88.7,17.0,16.0,17.0,17.0,16.0,50.0,12,NULL,-0.36,5.8,105.0,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.0,931.4,5
36,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,118.5,51.9,88.2,17.0,17.0,17.0,17.0,17.0,51.0,12,NULL,-0.08,1.3,104.2,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.2,888.9,6
37,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Aras Edas Sports Club,116.5,48.3,88.4,17.5,16.5,17.0,17.0,17.0,51.0,12,NULL,-0.29,4.7,104.0,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.0,208.0,10
38,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,114.0,43.8,88.4,17.5,17.0,17.0,17.0,16.5,51.0,12,NULL,-0.48,7.8,102.6,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.6,968.4,3
39,Zografski Vladimir,BUL,14 JUL 1993,NSA,114.0,43.8,88.1,17.5,16.5,17.0,16.5,16.5,50.0,12,NULL,-0.53,8.6,102.4,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.4,204.8,12
40,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,114.5,44.7,88.4,17.5,16.5,17.0,16.5,17.0,50.5,12,NULL,-0.37,6.0,101.2,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.2,965.7,4
41,Koudelka Roman,CZE,9 JUL 1989,LSK Lomnice nad Popelkou - Dukla,114.5,44.7,88.1,17.5,17.0,17.0,17.0,16.5,51.0,12,NULL,-0.25,4.0,99.7,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.7,199.4,13
42,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,110.0,36.6,87.9,16.5,16.5,16.5,16.5,16.5,49.5,12,NULL,-0.42,6.8,92.9,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.9,580.8,7
43,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,111.0,38.4,88.5,17.0,16.5,16.5,17.0,16.0,50.0,12,NULL,-0.27,4.4,92.8,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.8,429.7,8
44,Naito Tomofumi,JPN,22 FEB 1993,Yonezawa Ski Jump Club,109.0,34.8,87.5,16.5,16.0,16.5,16.5,16.0,49.0,12,NULL,-0.36,5.8,89.6,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.6,888.9,6
45,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,110.0,36.6,88.4,17.5,16.0,16.5,17.0,16.5,50.0,12,NULL,-0.16,2.6,89.2,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.2,178.4,14
46,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,108.0,33.0,87.7,16.5,16.5,16.5,16.5,16.5,49.5,12,NULL,-0.34,5.5,88.0,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.0,176.0,15
47,Takeuchi Taku,JPN,20 MAY 1987,team taku,106.0,29.4,88.2,17.0,16.0,16.5,16.5,16.0,49.0,12,NULL,-0.55,8.9,87.3,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.3,888.9,6
48,Iwasa Yuken,JPN,2 JUL 1999,Tokyo Biso Group Ski Team,106.0,29.4,88.4,16.5,15.5,16.5,16.5,16.5,49.5,12,NULL,-0.39,6.3,85.2,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.2,888.9,6
49,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,106.5,30.3,88.4,16.5,16.0,16.5,16.5,16.0,49.0,12,NULL,-0.20,3.2,82.5,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.5,580.8,7
50,Harada Yumu,JPN,15 SEP 1990,Megmilk Snow Brand Ski Team,100.0,18.6,88.0,16.0,15.5,16.0,16.0,16.0,48.0,12,NULL,-0.45,7.3,73.9,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.9,888.9,6
