RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Kubacki Dawid,POL,12 MAR 1990,TS Wisla Zakopane,137.5,86.1,84.4,18.5,19.5,19.0,18.5,19.0,56.5,02,11.1,2.13,-23.0,130.7,6,125.0,63.6,85.3,18.5,18.0,17.5,18.0,18.0,54.0,03,3.7,1.23,-13.3,108.0,18,238.7,917.8,5
12,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,125.0,63.6,84.9,17.0,17.0,17.0,17.5,17.5,51.5,02,11.1,1.84,-19.9,106.3,26,142.5,95.1,85.9,19.0,19.5,19.5,19.0,18.5,57.5,04,NULL,1.88,-20.3,132.3,2,238.6,928.4,3
13,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,130.5,73.5,84.8,18.5,18.0,18.0,18.0,18.0,54.0,02,11.1,1.10,-11.9,126.7,9,124.5,62.7,85.0,18.0,17.5,17.5,18.0,18.0,53.5,03,3.7,0.82,-8.9,111.0,13,237.7,922.6,4
14,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,131.0,74.4,85.0,18.0,17.5,18.5,18.0,18.5,54.5,05,NULL,1.97,-21.3,107.6,23,133.5,78.9,84.6,19.0,18.0,19.0,18.5,19.0,56.5,03,3.7,1.62,-17.5,121.6,8,229.2,853.3,6
15,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,132.5,77.1,84.7,18.5,18.0,19.0,18.5,18.5,55.5,05,NULL,1.68,-18.1,114.5,18,129.0,70.8,84.3,18.0,18.0,18.0,18.0,18.0,54.0,03,3.7,1.41,-15.2,113.3,11,227.8,943.0,2
16,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,133.0,78.0,84.8,17.0,18.0,17.5,18.0,17.0,52.5,04,3.7,2.23,-24.1,110.1,20,133.0,78.0,84.3,18.0,18.0,18.5,18.0,18.5,54.5,03,3.7,1.90,-20.5,115.7,10,225.8,971.6,1
17,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,129.0,70.8,85.6,17.0,18.0,18.0,17.5,17.0,52.5,05,NULL,1.57,-17.0,106.3,26,136.0,83.4,85.0,18.0,18.5,18.5,18.5,18.0,55.0,04,NULL,1.98,-21.4,117.0,9,223.3,917.8,5
18,Kraft Stefan,AUT,13 MAY 1993,SV Schwarzach-Salzburg,129.0,70.8,84.4,18.5,18.5,18.0,18.5,18.5,55.5,02,11.1,1.25,-13.5,123.9,11,119.5,53.7,84.8,18.0,18.0,17.0,18.0,18.0,54.0,03,3.7,1.18,-12.7,98.7,24,222.6,922.6,4
19,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,131.0,74.4,85.5,18.5,18.0,18.5,18.0,18.5,55.0,05,NULL,1.61,-17.4,112.0,19,128.5,69.9,84.6,18.5,18.0,17.5,18.0,18.5,54.5,03,3.7,1.77,-19.1,109.0,16,221.0,922.6,4
20,Deschwanden Gregor,SUI,27 FEB 1991,Horw,129.5,71.7,85.5,18.0,18.0,18.0,18.0,18.0,54.0,05,NULL,1.71,-18.5,107.2,24,128.5,69.9,84.7,18.5,18.5,18.0,18.0,18.0,54.5,03,3.7,1.62,-17.5,110.6,14,217.8,481.8,7
21,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,135.0,81.6,85.7,18.0,18.5,18.5,18.5,18.5,55.5,05,NULL,2.01,-21.7,115.4,16,121.5,57.3,85.1,18.0,17.5,17.0,17.5,17.5,52.5,03,3.7,1.08,-11.7,101.8,21,217.2,928.4,3
22,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,133.5,78.9,85.5,18.5,17.5,18.5,18.5,18.5,55.5,05,NULL,1.63,-17.6,116.8,15,124.0,61.8,84.8,17.5,17.0,17.5,17.5,17.5,52.5,03,3.7,1.77,-19.1,98.9,23,215.7,928.4,3
23,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,122.5,59.1,84.1,18.5,18.0,17.5,18.0,18.0,54.0,02,11.1,1.67,-18.0,106.2,28,128.0,69.0,84.5,18.0,18.0,18.0,18.0,18.5,54.0,04,NULL,1.29,-13.9,109.1,15,215.3,917.8,5
24,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,134.0,79.8,85.8,18.0,18.0,18.5,18.5,18.5,55.0,05,NULL,1.83,-19.8,115.0,17,118.0,51.0,84.9,17.5,17.0,16.5,17.0,17.0,51.0,03,3.7,1.48,-16.0,89.7,26,204.7,928.4,3
25,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,122.5,59.1,83.6,17.5,17.0,17.0,17.0,17.5,51.5,02,11.1,1.63,-17.6,104.1,29,126.5,66.3,84.6,17.5,17.5,17.0,18.5,18.0,53.0,04,NULL,1.88,-20.3,99.0,22,203.1,922.6,4
26,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,130.0,72.6,85.2,18.5,18.5,18.0,18.0,18.5,55.0,05,NULL,1.92,-20.7,106.9,25,122.0,58.2,84.6,18.0,17.5,17.0,17.5,17.5,52.5,03,3.7,1.86,-20.1,94.3,25,201.2,917.8,5
27,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,129.0,70.8,85.6,17.5,18.0,17.5,17.5,18.0,53.0,05,NULL,1.85,-20.0,103.8,30,119.5,53.7,85.2,16.5,17.0,16.5,17.0,17.0,50.5,04,NULL,1.76,-19.0,85.2,27,189.0,189.0,10
28,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,139.0,88.8,85.9,18.5,19.0,19.0,18.5,19.0,56.5,05,NULL,1.80,-19.4,125.9,10,90.5,1.5,84.6,15.0,14.5,14.5,15.0,14.5,44.0,03,3.7,0.62,-6.7,42.5,30,168.4,971.6,1
29,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,130.0,72.6,85.6,18.0,18.0,18.0,17.5,18.0,54.0,05,NULL,1.74,-18.8,107.8,22,100.0,18.6,84.5,17.0,15.5,16.0,16.0,16.0,48.0,03,3.7,1.16,-12.5,57.8,28,165.6,853.3,6
30,Peier Killian,SUI,28 MAR 1995,Vallee du Joux,132.5,77.1,85.7,17.5,18.0,17.5,17.5,18.0,53.0,05,NULL,1.94,-21.0,109.1,21,98.5,15.9,84.9,15.5,16.0,15.0,15.5,15.0,46.0,03,3.7,1.34,-14.5,51.1,29,160.2,481.8,7
31,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,120.0,54.6,84.2,17.5,17.5,17.0,17.5,17.5,52.5,02,11.1,1.34,-14.5,103.7,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.7,922.6,4
32,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,120.0,54.6,83.7,17.5,17.5,17.5,17.5,17.5,52.5,02,11.1,1.48,-16.0,102.2,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.2,943.0,2
33,Leitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,128.0,69.0,85.4,18.0,17.5,17.5,17.5,17.5,52.5,05,NULL,1.87,-20.2,101.3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.3,922.6,4
34,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,119.0,52.8,84.6,17.0,17.5,17.0,17.0,17.0,51.0,02,11.1,1.29,-13.9,101.0,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.0,928.4,3
35,Oestvold Benjamin,NOR,13 JAN 2001,Lensbygda Sportsklubb,128.0,69.0,84.0,17.5,18.0,17.5,18.0,18.0,53.5,05,NULL,2.05,-22.1,100.4,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.4,943.0,2
36,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,127.0,67.2,85.8,18.0,17.5,17.5,17.5,17.0,52.5,05,NULL,2.11,-22.8,96.9,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.9,193.8,9
37,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,119.5,53.7,85.0,16.5,16.0,16.5,16.5,16.0,49.0,03,7.4,1.41,-15.2,94.9,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.9,943.0,2
38,Zografski Vladimir,BUL,14 JUL 1993,NSA,122.0,58.2,85.0,17.5,17.0,17.0,17.0,17.5,51.5,05,NULL,1.49,-16.1,93.6,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.6,187.2,11
39,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Aras Edas Sports Club,121.5,57.3,85.4,17.0,16.5,17.0,17.0,16.5,50.5,05,NULL,1.54,-16.6,91.2,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.2,328.6,8
40,Mogel Zak,SLO,2 MAR 2001,Ssk Ljubno btc,119.5,53.7,85.8,17.0,17.0,16.5,17.0,17.0,51.0,05,NULL,1.53,-16.5,88.2,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.2,971.6,1
41,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,119.0,52.8,85.3,17.5,17.0,17.0,17.0,17.0,51.0,05,NULL,1.50,-16.2,87.6,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.6,175.2,12
42,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,116.5,48.3,85.2,17.5,17.5,17.0,17.0,16.5,51.5,05,NULL,1.22,-13.2,86.6,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.6,853.3,6
43,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,117.5,50.1,84.6,17.0,17.0,16.5,17.0,16.5,50.5,05,NULL,1.44,-15.6,85.0,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.0,853.3,6
44,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,115.5,46.5,84.9,17.0,16.5,16.5,17.0,17.0,50.5,05,NULL,1.19,-12.9,84.1,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.1,853.3,6
45,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,114.5,44.7,84.9,17.0,16.5,16.5,17.0,16.0,50.0,05,NULL,1.37,-14.8,79.9,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.9,943.0,2
46,Larson Casey,USA,16 DEC 1998,Norge Ski Club,115.5,46.5,85.4,15.5,17.0,16.5,16.0,16.0,48.5,05,NULL,1.42,-15.3,79.7,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.7,159.4,13
47,Koudelka Roman,CZE,9 JUL 1989,LSK Lomnice nad Popelkou - Dukla,110.5,37.5,85.2,17.0,17.0,16.5,16.5,16.5,50.0,05,NULL,1.32,-14.3,73.2,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.2,146.4,14
48,Bedir Muhammed Ali,TUR,24 MAR 2000,Aras Edas Sports Club,113.0,42.0,85.4,17.0,16.5,16.5,17.0,16.5,50.0,05,NULL,1.75,-18.9,73.1,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.1,328.6,8
49,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,99.5,17.7,85.0,15.0,15.5,15.0,15.5,15.0,45.5,05,NULL,1.05,-11.3,51.9,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.9,481.8,7
50,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,94.0,7.8,84.0,16.0,15.5,16.0,15.5,15.5,47.0,05,NULL,0.80,-8.6,46.2,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.2,92.4,15
