RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,141.0,97.8,86.0,18.5,19.0,17.5,18.0,18.0,54.5,11,NULL,0.36,-4.2,148.1,6,134.0,85.2,85.9,17.0,17.0,15.0,16.5,16.0,49.5,10,NULL,0.77,-9.0,125.7,19,273.8,1126.8,1
12,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,133.0,83.4,86.2,17.5,18.0,17.5,18.0,18.0,53.5,11,NULL,0.49,-5.7,131.2,15,138.0,92.4,85.9,17.5,18.5,18.5,18.0,18.5,55.0,10,NULL,0.54,-6.3,141.1,8,272.3,1126.8,1
13,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,138.0,92.4,86.2,18.0,18.5,18.0,18.0,18.0,54.0,11,NULL,0.82,-9.6,136.8,11,134.5,86.1,85.7,18.0,18.0,18.0,18.5,18.5,54.5,10,NULL,0.64,-7.5,133.1,14,269.9,1126.8,1
14,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,129.0,76.2,85.8,17.5,18.0,18.0,18.0,18.0,54.0,11,NULL,0.50,-5.9,124.3,20,139.0,94.2,85.6,18.5,18.5,18.5,18.5,19.0,55.5,10,NULL,0.40,-4.7,145.0,5,269.3,1049.8,4
15,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,125.5,69.9,86.1,17.5,18.5,17.5,18.0,17.5,53.0,11,NULL,0.04,-0.5,122.4,23,142.5,100.5,85.9,18.5,19.0,18.5,18.5,18.5,55.5,10,NULL,0.91,-10.6,145.4,4,267.8,1047.4,5
16,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,137.0,90.6,86.4,18.0,18.5,18.0,18.0,17.5,54.0,11,NULL,0.66,-7.7,136.9,10,133.5,84.3,86.4,18.0,18.5,18.0,18.0,18.5,54.5,10,NULL,0.70,-8.2,130.6,16,267.5,1087.9,2
17,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,136.5,89.7,85.9,18.5,18.5,19.0,18.5,18.5,55.5,11,NULL,0.73,-8.5,136.7,12,133.0,83.4,85.7,17.5,17.5,18.5,18.0,18.0,53.5,10,NULL,0.78,-9.1,127.8,18,264.5,1087.9,2
18,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,129.0,76.2,86.3,17.0,17.0,16.5,17.5,17.0,51.0,11,NULL,0.47,-5.5,121.7,24,137.5,91.5,85.4,18.0,17.5,18.0,17.5,18.0,53.5,10,NULL,0.75,-8.8,136.2,11,257.9,484.9,8
19,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,129.5,77.1,85.9,17.0,17.0,17.0,17.0,17.5,51.0,11,NULL,0.72,-8.4,119.7,26,135.5,87.9,85.3,17.5,18.0,17.5,17.5,18.0,53.0,10,NULL,0.64,-7.5,133.4,13,253.1,1006.8,6
20,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,132.5,82.5,85.5,18.0,18.5,18.5,18.0,18.0,54.5,11,NULL,1.15,-13.5,123.5,22,132.0,81.6,85.3,18.0,18.0,18.0,17.5,18.0,54.0,10,NULL,0.66,-7.7,127.9,17,251.4,1087.9,2
21,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,133.5,84.3,86.3,18.0,18.5,19.0,18.5,18.5,55.5,11,NULL,0.66,-7.7,132.1,14,124.0,67.2,85.8,17.0,17.0,17.0,17.5,17.5,51.5,10,NULL,0.40,-4.7,114.0,25,246.1,1075.1,3
22,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,130.5,78.9,85.9,18.0,17.5,18.0,17.5,18.0,53.5,11,NULL,0.52,-6.1,126.3,18,129.0,76.2,85.2,17.5,17.0,18.0,17.5,18.0,53.0,10,NULL,0.94,-11.0,118.2,21,244.5,1047.4,5
23,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,134.0,85.2,86.1,18.0,18.5,17.5,17.5,17.5,53.0,11,NULL,0.70,-8.2,130.0,16,126.0,70.8,85.6,17.0,18.0,17.5,18.0,17.0,52.5,10,NULL,0.90,-10.5,112.8,26,242.8,1006.8,6
24,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,132.5,82.5,85.9,17.5,18.0,17.0,18.0,17.5,53.0,11,NULL,0.86,-10.1,125.4,19,127.0,72.6,85.4,17.0,17.5,17.0,17.5,17.5,52.0,10,NULL,0.81,-9.5,115.1,23,240.5,1047.4,5
25,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,130.5,78.9,86.2,17.5,18.0,18.0,17.5,18.0,53.5,11,NULL,0.75,-8.8,123.6,21,127.5,73.5,85.4,17.5,17.5,17.5,17.5,17.0,52.5,10,NULL,1.02,-11.9,114.1,24,237.7,770.0,7
26,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,133.0,83.4,86.0,17.5,18.0,17.5,17.5,17.5,52.5,11,NULL,1.22,-14.3,121.6,25,125.0,69.0,85.7,17.0,17.0,17.5,17.0,17.0,51.0,10,NULL,0.71,-8.3,111.7,27,233.3,770.0,7
27,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,123.5,66.3,86.3,17.0,17.0,17.5,17.5,17.5,52.0,11,NULL,0.46,-5.4,112.9,30,123.5,66.3,85.9,16.5,17.0,17.0,17.0,17.5,51.0,10,NULL,0.06,-0.7,116.6,22,229.5,1126.8,1
28,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,130.0,78.0,85.9,17.5,17.5,17.5,18.0,17.5,52.5,11,NULL,1.07,-12.5,118.0,27,117.0,54.6,85.3,16.5,17.0,16.5,16.5,17.0,50.0,10,NULL,0.42,-4.9,99.7,28,217.7,1049.8,4
29,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,128.0,74.4,86.2,17.0,16.5,17.5,17.0,17.5,51.5,11,NULL,0.82,-9.6,116.3,29,111.0,43.8,85.9,16.0,16.0,16.5,16.5,16.5,49.0,10,NULL,0.51,-6.0,86.8,29,203.1,1047.4,5
30,Zografski Vladimir,BUL,14 JUL 1993,NSA,125.5,69.9,85.9,17.0,17.5,17.0,17.0,17.5,51.5,11,NULL,0.33,-3.9,117.5,28,109.5,41.1,85.0,14.5,15.0,14.0,15.0,15.0,44.5,10,NULL,0.34,-4.0,81.6,30,199.1,199.1,13
31,Deschwanden Gregor,SUI,27 FEB 1991,Horw,123.0,65.4,86.4,16.0,16.5,16.0,16.5,16.5,49.0,11,NULL,0.22,-2.6,111.8,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.8,382.2,9
32,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,123.5,66.3,86.4,17.0,17.0,17.5,17.0,17.5,51.5,11,NULL,0.55,-6.4,111.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.4,1075.1,3
33,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,122.5,64.5,86.3,16.5,17.5,17.5,17.5,17.0,52.0,11,NULL,0.48,-5.6,110.9,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110.9,1075.1,3
33,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,123.0,65.4,86.1,17.0,17.0,17.0,17.0,17.5,51.0,11,NULL,0.47,-5.5,110.9,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110.9,277.6,11
35,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,124.5,68.1,86.3,17.0,17.0,17.0,17.0,17.0,51.0,11,NULL,0.85,-9.9,109.2,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109.2,218.4,12
36,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,122.0,63.6,85.9,17.0,17.5,17.0,17.0,17.5,51.5,11,NULL,0.61,-7.1,108.0,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.0,1006.8,6
37,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,123.5,66.3,86.2,16.5,15.5,16.5,16.5,17.0,49.5,11,NULL,0.71,-8.3,107.5,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.5,325.2,10
38,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,120.0,60.0,86.0,16.5,17.0,17.5,17.0,17.0,51.0,11,NULL,0.51,-6.0,105.0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.0,484.9,8
39,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,122.0,63.6,85.7,17.0,17.0,17.5,17.0,17.0,51.0,11,NULL,0.96,-11.2,103.4,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.4,1049.8,4
40,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,120.0,60.0,86.4,16.5,17.0,17.0,16.5,17.0,50.5,11,NULL,0.64,-7.5,103.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.0,1049.8,4
41,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,119.5,59.1,86.4,16.0,16.5,16.5,16.5,16.0,49.0,11,NULL,0.76,-8.9,99.2,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.2,1047.4,5
42,Palosaari Vilho,FIN,20 JUL 2004,Kuusamon Era-Veikot,115.0,51.0,85.7,15.0,14.5,14.5,15.5,15.0,44.5,11,NULL,0.66,-7.7,87.8,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.8,770.0,7
43,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,109.5,41.1,86.4,15.0,15.0,14.5,15.0,15.5,45.0,11,NULL,0.58,-6.8,79.3,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.3,382.2,9
44,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,100.5,24.9,86.2,14.0,14.0,13.5,14.5,14.5,42.5,11,NULL,0.49,-5.7,61.7,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.7,770.0,7
45,Pilch Tomasz,POL,20 OCT 2000,WSS Wisla,100.0,24.0,85.9,13.5,14.0,14.0,14.0,14.0,42.0,11,NULL,0.61,-7.1,58.9,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.9,1049.8,4
46,Larson Casey,USA,16 DEC 1998,Norge,89.5,5.1,86.0,14.5,14.5,14.5,14.5,14.0,43.5,11,NULL,-0.37,6.5,55.1,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55.1,325.2,10
47,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,92.0,9.6,86.0,14.0,14.0,14.0,14.5,14.0,42.0,11,NULL,0.64,-7.5,44.1,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.1,1006.8,6
48,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,88.0,2.4,85.7,14.0,14.5,14.5,14.5,14.5,43.5,11,NULL,0.42,-4.9,41.0,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.0,1087.9,2
49,Muminov Sabirzhan,KAZ,16 APR 1994,Almaty,80.0,-12.0,86.1,15.0,14.5,15.5,15.5,15.5,46.0,11,NULL,0.52,-6.1,27.9,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.9,277.6,11
50,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,73.5,-23.7,86.0,13.0,13.5,13.5,13.5,13.5,40.5,11,NULL,0.71,-8.3,8.5,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.5,484.9,8
