RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,122.5,64.5,87.0,18.5,18.5,18.0,18.5,18.5,55.5,09,NULL,0.08,-0.8,119.2,10,117.0,54.6,87.2,18.0,17.5,18.0,17.5,17.5,53.0,09,NULL,-0.26,3.9,111.5,14,230.7,944.1,4
12,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,125.5,69.9,87.3,18.0,18.5,18.5,18.5,18.5,55.5,09,NULL,0.23,-2.3,123.1,7,118.5,57.3,87.4,16.0,16.0,16.5,15.5,16.0,48.0,09,NULL,0.05,-0.5,104.8,22,227.9,944.1,4
13,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,116.5,53.7,87.8,17.0,17.5,17.5,17.5,17.0,52.0,09,NULL,-0.31,4.6,110.3,19,118.0,56.4,88.2,17.5,17.0,17.5,17.5,17.5,52.5,09,NULL,-0.54,8.0,116.9,8,227.2,862.9,5
14,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,117.0,54.6,87.9,18.0,17.5,17.5,18.0,17.5,53.0,09,NULL,-0.33,4.9,112.5,16,117.5,55.5,87.8,17.5,17.5,17.5,17.5,17.5,52.5,09,NULL,-0.42,6.2,114.2,11,226.7,944.1,4
15,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,123.5,66.3,87.5,18.5,18.5,18.0,18.5,19.0,55.5,09,NULL,0.38,-3.8,118.0,11,114.0,49.2,87.5,17.5,17.0,17.5,17.0,17.5,52.0,09,NULL,-0.42,6.2,107.4,17,225.4,956.9,3
15,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,124.5,68.1,87.4,18.0,18.0,17.5,18.0,18.0,54.0,09,NULL,0.42,-4.2,117.9,12,115.0,51.0,87.7,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.37,5.5,107.5,16,225.4,962.1,1
17,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,120.5,60.9,87.9,17.0,17.5,17.5,17.0,17.5,52.0,09,NULL,-0.07,1.0,113.9,14,116.5,53.7,88.1,17.5,17.5,17.5,17.0,17.0,52.0,09,NULL,-0.27,4.0,109.7,15,223.6,956.9,3
18,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,120.0,60.0,88.2,18.0,18.0,18.0,18.0,18.0,54.0,09,NULL,0.19,-1.9,112.1,17,114.0,49.2,88.3,17.0,17.0,17.5,17.0,17.5,51.5,09,NULL,-0.36,5.3,106.0,20,218.1,862.9,5
19,Tande Daniel Andre,NOR,24 JAN 1994,*46 Kongsberg If,120.0,60.0,87.3,18.0,18.0,18.0,18.0,18.0,54.0,09,NULL,0.48,-4.8,109.2,20,116.5,53.7,87.4,17.5,17.5,17.0,17.5,17.5,52.5,09,NULL,-0.05,0.7,106.9,18,216.1,956.9,3
20,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,119.5,59.1,87.6,18.0,18.0,17.5,17.5,18.0,53.5,09,NULL,0.19,-1.9,110.7,18,111.5,44.7,87.7,17.0,17.0,17.0,16.5,17.0,51.0,09,NULL,-0.43,6.4,102.1,27,212.8,958.7,2
21,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,112.5,46.5,87.3,17.0,17.0,16.5,16.5,17.0,50.5,09,NULL,-0.01,0.1,97.1,28,117.5,55.5,87.8,17.0,17.0,17.5,17.5,17.5,52.0,09,NULL,-0.43,6.4,113.9,12,211.0,944.1,4
22,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,117.0,54.6,87.5,16.5,17.0,17.0,17.0,16.5,50.5,09,NULL,0.06,-0.6,104.5,25,116.0,52.8,87.4,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.15,2.2,106.0,20,210.5,862.9,5
23,Zografski Vladimir,BUL,14 JUL 1993,*28 NSA,116.0,52.8,87.0,17.5,17.5,17.5,17.5,17.0,52.5,09,NULL,-0.05,0.7,106.0,22,115.5,51.9,87.4,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.01,0.1,103.0,24,209.0,209.0,12
24,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,118.0,56.4,87.2,17.5,17.5,17.5,17.5,17.5,52.5,09,NULL,0.49,-4.9,104.0,26,113.5,48.3,87.5,17.0,17.0,17.5,17.0,17.5,51.5,09,NULL,-0.34,5.0,104.8,22,208.8,944.1,4
25,Nakamura Naoki,JPN,19 SEP 1996,*24 Flying Laboratory SC,114.0,49.2,87.3,17.5,17.0,17.5,17.5,17.5,52.5,09,NULL,-0.27,4.0,105.7,23,113.5,48.3,87.8,17.5,17.5,17.5,17.5,17.0,52.5,09,NULL,-0.15,2.2,103.0,24,208.7,781.7,6
26,Schmid Constantin,GER,27 NOV 1999,*41 Wsv Oberaudorf,117.0,54.6,87.4,17.0,17.0,17.0,17.5,17.5,51.5,09,NULL,0.12,-1.2,104.9,24,114.5,50.1,87.5,17.0,17.0,17.5,17.5,17.0,51.5,09,NULL,-0.04,0.6,102.2,26,207.1,862.9,5
27,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,115.5,51.9,87.8,17.0,17.0,17.0,17.0,17.5,51.0,09,NULL,0.33,-3.3,99.6,27,114.5,50.1,88.0,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.34,5.0,106.1,19,205.7,382.3,7
28,Paschke Pius,GER,20 MAY 1990,*45 WSV Kiefersfelden,119.0,58.2,86.6,17.5,17.5,17.5,18.0,18.0,53.0,09,NULL,0.20,-2.0,109.2,20,103.0,29.4,86.8,16.5,16.5,16.5,16.0,16.5,49.5,09,NULL,-0.37,5.5,84.4,30,193.6,862.9,5
29,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,113.5,48.3,86.9,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,0.37,-3.7,95.6,29,109.5,41.1,87.2,16.5,16.5,16.5,16.5,16.5,49.5,09,NULL,-0.30,4.5,95.1,28,190.7,369.5,8
30,Maltsev Kevin,EST,4 JUL 2000,Elva Skiclub,113.5,48.3,87.0,17.0,17.0,16.5,16.5,17.0,50.5,09,NULL,0.64,-6.3,92.5,30,105.0,33.0,87.3,16.5,16.0,16.5,16.5,16.0,49.0,09,NULL,-0.29,4.3,86.3,29,178.8,369.5,8
31,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,112.0,45.6,87.7,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.27,4.0,100.6,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.6,962.1,1
32,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,114.0,49.2,86.9,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,0.04,-0.4,99.8,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.8,781.7,6
33,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,114.5,50.1,87.6,17.0,17.0,17.0,17.5,17.0,51.0,09,NULL,0.23,-2.3,98.8,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.8,862.9,5
34,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,115.0,51.0,87.2,17.0,17.0,17.5,16.5,17.0,51.0,09,NULL,0.55,-5.4,96.6,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.6,781.7,6
35,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,113.5,48.3,87.1,16.0,16.0,16.0,16.0,16.5,48.0,09,NULL,0.14,-1.4,94.9,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.9,349.0,10
36,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,110.0,42.0,87.4,17.0,16.5,16.5,16.5,17.0,50.0,09,NULL,-0.16,2.4,94.4,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.4,188.8,13
37,Deschwanden Gregor,SUI,27 FEB 1991,Horw,112.0,45.6,87.4,17.0,17.0,16.5,16.5,17.0,50.5,09,NULL,0.33,-3.3,92.8,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.8,185.6,14
38,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,109.5,41.1,86.5,16.5,16.5,16.5,16.0,16.5,49.5,08,4.3,0.35,-3.5,91.4,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.4,351.0,9
39,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,108.0,38.4,87.3,16.5,16.5,16.5,16.0,16.0,49.0,09,NULL,-0.18,2.7,90.1,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.1,781.7,6
40,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,106.5,35.7,87.5,16.5,16.5,16.5,16.5,16.5,49.5,09,NULL,-0.28,4.2,89.4,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.4,340.0,11
41,Palosaari Vilho,FIN,20 JUL 2004,Kuusamon Era-Veikot,109.0,40.2,87.0,16.5,16.0,16.5,16.0,16.0,48.5,09,NULL,0.04,-0.4,88.3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.3,382.3,7
42,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,102.5,28.5,87.1,16.5,16.0,16.0,16.0,16.5,48.5,09,NULL,-0.70,10.4,87.4,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.4,956.9,3
43,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,106.5,35.7,87.5,16.5,16.5,16.5,16.0,16.0,49.0,08,4.3,0.45,-4.5,84.5,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.5,958.7,2
44,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,107.5,37.5,87.2,16.0,16.5,16.5,16.0,16.0,48.5,09,NULL,0.19,-1.9,84.1,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.1,351.0,9
45,Hula Stefan,POL,29 SEP 1986,KS Eve-nement Zakopane,102.0,27.6,86.1,16.5,16.0,16.5,16.0,16.5,49.0,07,8.6,0.25,-2.5,82.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.7,958.7,2
46,Fannemel Anders,NOR,13 MAY 1991,Hornindal Il,106.0,34.8,87.1,16.0,16.5,16.0,16.5,16.0,48.5,09,NULL,0.26,-2.6,80.7,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.7,956.9,3
47,Belshaw Erik,USA,23 AUG 2004,Steamboat Springs winter sports clu,105.5,33.9,86.7,16.5,16.0,16.5,16.0,16.5,49.0,08,4.3,0.67,-6.6,80.6,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.6,340.0,11
48,Bedir Muhammed Ali,TUR,24 MAR 2000,Tuerkiye Kayak Federasyonu,101.5,26.7,87.6,16.5,15.5,15.5,15.5,16.0,47.0,09,NULL,-0.40,5.9,79.6,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.6,349.0,10
49,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,93.5,12.3,86.7,16.0,15.5,16.0,15.5,16.0,47.5,09,NULL,-0.80,11.9,71.7,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.7,781.7,6
