RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
16,Ammann Simon,SUI,25 JUN 1981,SSC Toggenburg,91.0,62.0,83.1,16.5,17.5,16.5,16.5,16.0,49.5,14,NULL,0.47,-3.8,107.7,9,90.0,60.0,84.4,16.5,17.0,17.0,16.5,17.0,50.5,16,NULL,0.81,-6.5,104.0,25,211.7,439.1,7
17,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,87.0,54.0,84.0,17.0,17.0,17.0,17.0,17.0,51.0,14,NULL,0.39,-3.1,101.9,19,89.0,58.0,85.1,17.5,17.5,17.5,17.5,17.0,52.5,16,NULL,0.15,-1.2,109.3,15,211.2,839.6,3
18,Larson Casey,USA,16 DEC 1998,Norge Ski Club,87.0,54.0,83.5,17.0,16.5,17.0,17.0,17.0,51.0,14,NULL,0.68,-5.4,99.6,22,91.5,63.0,84.6,17.0,17.0,17.0,17.5,17.0,51.0,16,NULL,0.34,-2.7,111.3,13,210.9,399.9,9
19,Zografski Vladimir,BUL,14 JUL 1993,NSA,89.5,59.0,82.6,17.0,17.0,15.0,17.5,16.5,50.5,14,NULL,0.92,-7.4,102.1,18,89.5,59.0,84.3,17.0,17.5,16.0,17.5,17.0,51.5,16,NULL,0.26,-2.1,108.4,19,210.5,210.5,15
20,Bartolj Maksim,SLO,1 MAY 2003,Ssk Ilirija,87.5,55.0,83.3,17.0,17.0,16.5,17.0,17.0,51.0,14,NULL,0.47,-3.8,102.2,17,90.5,61.0,84.4,16.5,17.0,16.5,17.0,16.5,50.0,16,NULL,0.60,-4.8,106.2,21,208.4,837.7,4
21,Koudelka Roman,CZE,9 JUL 1989,LSK Lomnice nad Popelkou - Dukla,90.0,60.0,83.1,17.0,17.0,16.5,17.5,16.5,50.5,14,NULL,1.09,-8.7,101.8,20,88.5,57.0,84.2,17.0,17.0,16.5,17.0,17.0,51.0,16,NULL,0.25,-2.0,106.0,22,207.8,396.6,10
22,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,89.5,59.0,83.1,17.0,16.5,17.0,17.5,16.5,50.5,14,NULL,0.73,-5.8,103.7,14,86.5,53.0,83.9,17.0,17.0,17.5,17.0,17.0,51.0,16,NULL,0.01,-0.1,103.9,26,207.6,378.4,11
23,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,83.0,46.0,83.3,16.5,17.0,17.0,17.0,17.0,51.0,14,NULL,-0.12,1.4,98.4,25,89.0,58.0,84.5,17.0,17.5,17.0,17.5,17.5,52.0,16,NULL,0.11,-0.9,109.1,16,207.5,795.6,5
24,Rupitsch Markus,AUT,8 NOV 1997,KSG Klagenfurt-Kaernten,86.5,53.0,83.3,17.0,16.5,16.5,17.5,16.5,50.0,14,NULL,0.52,-4.2,98.8,24,92.5,65.0,84.6,17.5,17.5,17.0,18.0,17.5,52.5,16,NULL,1.14,-9.1,108.4,19,207.2,872.0,2
25,Masle Rok,SLO,20 APR 2004,SSK Ilirija,85.0,50.0,83.6,16.5,16.5,17.0,16.5,17.5,50.0,14,NULL,0.62,-5.0,95.0,30,91.0,62.0,84.4,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,0.67,-5.4,109.1,16,204.1,837.7,4
26,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,88.5,57.0,83.2,17.0,17.0,16.5,17.0,16.5,50.5,14,NULL,0.74,-5.9,101.6,21,86.0,52.0,84.0,16.0,17.0,15.5,17.0,17.0,50.0,16,NULL,0.24,-1.9,100.1,28,201.7,795.6,5
27,Kot Maciej,POL,9 JUN 1991,AZS Zakopane,85.0,50.0,83.4,16.5,16.5,17.0,16.5,17.0,50.0,14,NULL,0.52,-4.2,95.8,29,87.0,54.0,84.5,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.06,0.7,105.7,23,201.5,839.6,3
28,Marusiak Yevhen,UKR,16 MAR 2000,ShVSM of Ivano-Frankivsk,86.5,53.0,82.9,16.5,16.0,16.5,16.5,16.0,49.0,14,NULL,0.36,-2.9,99.1,23,87.0,54.0,83.8,16.5,16.5,16.5,17.0,16.5,49.5,16,NULL,0.21,-1.7,101.8,27,200.9,369.7,12
29,Cacina Daniel Andrei,ROU,17 OCT 2001,CS DINAMO BUC-CENTRUL SPORTIV BV,90.5,61.0,83.5,17.5,17.0,16.5,17.5,16.5,51.0,14,NULL,1.74,-13.9,98.1,27,82.5,45.0,84.5,16.0,16.0,16.0,16.5,16.0,48.0,16,NULL,0.05,-0.4,92.6,29,190.7,662.3,6
30,Rydl Radek,CZE,15 JUL 2001,TJ Dukla Liberec,90.0,60.0,83.3,17.0,17.0,16.0,17.0,17.0,51.0,14,NULL,1.76,-14.1,96.9,28,82.0,44.0,84.3,16.5,16.5,16.5,16.5,16.5,49.5,16,NULL,0.20,-1.6,91.9,30,188.8,396.6,10
31,Urlaub Andrew,USA,12 APR 2001,Flying Eagles Ski Club Inc,84.0,48.0,83.5,16.5,16.5,16.5,16.5,16.0,49.5,14,NULL,0.37,-3.0,94.5,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.5,399.9,9
32,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,89.5,59.0,82.6,15.5,16.0,16.0,16.5,16.0,48.0,14,NULL,1.57,-12.6,94.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.4,412.9,8
33,Smid Julijan,AUT,12 JUN 2003,SV Achomitz-Zahomc,86.5,53.0,83.2,17.0,16.5,16.5,17.0,17.0,50.5,14,NULL,1.30,-10.4,93.1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.1,872.0,2
34,Vidic Matija,SLO,30 AUG 2000,SSK Ilirija,83.5,47.0,83.5,16.0,16.0,15.5,16.5,16.5,48.5,14,NULL,0.38,-3.0,92.5,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.5,837.7,4
35,Kahofer Timon-Pascal,AUT,10 MAR 1999,WSV Woergl,81.5,43.0,83.1,16.5,16.5,16.5,16.5,17.0,49.5,14,NULL,0.40,-3.2,89.3,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.3,872.0,2
36,Bjoereng Joacim Oedegaard,NOR,14 DEC 1995,Roeykenhopp,82.0,44.0,83.6,16.5,16.5,14.0,16.5,16.5,49.5,14,NULL,0.81,-6.5,87.0,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.0,795.6,5
37,Muminov Sabirzhan,KAZ,16 APR 1994,Almaty,80.5,41.0,83.3,15.5,16.0,15.5,15.5,16.0,47.0,14,NULL,0.16,-1.3,86.7,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.7,320.2,13
38,Mogel Zak,SLO,2 MAR 2001,Ssk Ljubno btc,83.5,47.0,83.9,15.0,15.5,14.5,16.0,16.0,46.5,14,NULL,0.91,-7.3,86.2,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.2,837.7,4
39,Spulber Mihnea Alexandru,ROU,11 DEC 2000,CS Dinamo Buc-Centrul Sportiv Bv,85.0,50.0,83.7,16.0,15.5,16.5,15.5,16.0,47.5,14,NULL,1.42,-11.4,86.1,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.1,662.3,6
40,Takeuchi Taku,JPN,20 MAY 1987,team taku,79.0,38.0,83.4,16.0,16.0,16.5,16.0,16.0,48.0,14,NULL,0.07,-0.6,85.4,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.4,378.4,11
41,Kalinichenko Vitaliy,UKR,9 AUG 1993,ShVSM of Ivano-Frankivsk,83.0,46.0,82.9,15.5,15.5,16.0,15.5,16.0,47.0,14,NULL,1.08,-8.6,84.4,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.4,369.7,12
42,Fussenegger Andre,AUT,31 JAN 2003,SV Dornbirn,79.0,38.0,83.1,15.5,16.0,15.5,16.5,16.0,47.5,14,NULL,0.23,-1.8,83.7,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.7,872.0,2
43,Song Qiwu,CHN,20 AUG 2001,Chinese Ski Association,80.0,40.0,82.3,14.5,14.5,15.5,15.0,14.5,44.0,14,NULL,0.31,-2.5,81.5,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.5,309.6,14
44,Feldorean Andrei,ROU,13 APR 2000,CS DINAMO BUC-CENTRUL SPORTIV BV.,79.5,39.0,83.5,16.0,16.0,16.0,16.0,16.0,48.0,14,NULL,0.81,-6.5,80.5,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.5,662.3,6
45,Tkachenko Sergey,KAZ,8 JUN 1999,Ski Club VKO,73.5,27.0,83.2,15.5,15.5,15.0,16.0,15.5,46.5,14,NULL,0.01,-0.1,73.4,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.4,320.2,13
46,Zhen Weijie,CHN,16 OCT 2003,Chinese Ski Association,79.0,38.0,83.1,15.0,15.0,16.0,15.0,14.5,45.0,14,NULL,1.21,-9.7,73.3,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.3,309.6,14
47,Mitrofan Nicolae Sorin,ROU,26 MAR 1999,CS OLIMPIC CETATE RASNOV,71.5,23.0,83.6,14.5,15.0,15.0,16.0,15.5,45.5,14,NULL,-0.06,0.7,69.2,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.2,662.3,6
