RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
18,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,127.0,67.2,86.3,17.5,17.5,18.0,18.0,18.0,53.5,07,7.4,0.00,0.0,128.1,13,119.0,52.8,86.5,17.0,17.0,17.0,17.0,17.0,51.0,08,NULL,-0.15,2.4,106.2,22,234.3,979.9,3
19,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,125.5,64.5,86.9,17.5,17.0,17.5,17.5,17.5,52.5,07,7.4,0.47,-5.1,119.3,24,123.5,60.9,87.3,18.0,17.5,17.5,17.5,18.0,53.0,08,NULL,0.13,-1.4,112.5,15,231.8,946.9,5
20,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,123.0,60.0,87.0,17.5,17.5,17.5,17.5,17.5,52.5,07,7.4,0.67,-7.2,112.7,29,127.0,67.2,87.4,17.5,18.0,18.0,17.5,18.0,53.5,08,NULL,0.23,-2.5,118.2,11,230.9,230.9,11
21,Leitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,124.0,61.8,86.5,17.5,17.0,17.5,17.0,17.5,52.0,07,7.4,0.37,-4.0,117.2,28,123.0,60.0,86.8,17.5,17.0,17.5,17.0,17.0,51.5,08,NULL,0.08,-0.9,110.6,16,227.8,1037.5,1
22,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,124.0,61.8,87.1,17.0,17.0,17.5,18.0,17.5,52.0,07,7.4,0.21,-2.3,118.9,25,121.5,57.3,87.2,17.5,17.0,17.5,17.5,17.5,52.5,08,NULL,0.16,-1.7,108.1,20,227.0,946.9,5
23,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,137.5,86.1,87.6,18.5,18.0,19.0,18.5,19.0,56.0,09,NULL,1.15,-12.4,129.7,12,116.0,47.4,87.3,17.0,17.0,17.5,17.0,17.0,51.0,08,NULL,0.11,-1.2,97.2,25,226.9,226.9,12
24,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,127.5,68.1,86.4,17.5,17.5,17.5,17.5,17.5,52.5,07,7.4,0.71,-7.7,120.3,21,122.5,59.1,86.4,17.5,17.5,17.5,17.5,17.5,52.5,08,NULL,0.70,-7.6,104.0,24,224.3,224.3,13
25,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,141.0,92.4,87.1,19.0,18.5,19.0,18.5,18.5,56.0,08,3.7,1.37,-14.8,137.3,3,109.0,34.8,87.0,15.5,16.0,16.5,16.0,16.0,48.0,08,NULL,-0.24,3.9,86.7,28,224.0,989.2,2
26,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,122.0,58.2,86.8,17.0,16.0,16.5,16.5,17.0,50.0,07,7.4,0.35,-3.8,111.8,30,124.5,62.7,87.2,17.5,18.0,17.5,17.5,18.0,53.0,08,NULL,0.52,-5.6,110.1,17,221.9,979.9,3
27,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,128.0,69.0,86.8,18.0,18.0,18.0,17.5,17.5,53.5,07,7.4,0.59,-6.4,123.5,17,115.0,45.6,87.1,17.0,17.0,17.0,17.0,17.0,51.0,08,NULL,0.07,-0.8,95.8,26,219.3,946.9,5
28,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,131.0,74.4,87.4,18.5,18.0,18.5,18.0,18.5,55.0,09,NULL,0.98,-10.6,118.8,27,113.5,42.9,86.9,17.0,17.0,16.5,17.0,17.0,51.0,08,NULL,-0.01,0.2,94.1,27,212.9,896.5,6
29,Zografski Vladimir,BUL,14 JUL 1993,NSA,125.0,63.6,86.2,17.5,17.0,17.5,17.5,17.5,52.5,07,7.4,0.43,-4.6,118.9,25,109.5,35.7,86.1,17.0,16.5,16.5,16.5,16.5,49.5,08,NULL,-0.02,0.3,85.5,29,204.4,204.4,14
30,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,134.0,79.8,86.7,18.5,18.0,19.0,18.0,19.0,55.5,09,NULL,0.83,-9.0,126.3,14,102.0,22.2,86.7,16.0,16.5,16.0,16.5,16.0,48.5,08,NULL,-0.40,6.5,77.2,30,203.5,896.5,6
31,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,123.0,60.0,86.0,17.5,17.0,17.0,17.5,17.0,51.5,07,7.4,0.72,-7.8,111.1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.1,946.9,5
32,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,124.0,61.8,85.6,17.0,16.0,17.0,17.0,17.0,51.0,07,7.4,0.95,-10.3,109.9,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109.9,979.9,3
32,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,123.5,60.9,87.3,18.0,17.5,17.5,17.5,17.5,52.5,09,NULL,0.32,-3.5,109.9,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109.9,615.4,8
34,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,126.0,65.4,87.6,18.0,17.5,17.5,17.5,18.0,53.0,09,NULL,0.81,-8.7,109.7,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109.7,648.7,7
35,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,120.5,55.5,86.4,17.0,17.5,17.5,17.5,17.5,52.5,07,7.4,0.60,-6.5,108.9,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.9,957.2,4
36,Oestvold Benjamin,NOR,13 JAN 2001,Lensbygda Sportsklubb,123.0,60.0,86.5,17.0,17.0,17.5,17.0,17.0,51.0,09,NULL,0.50,-5.4,105.6,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.6,979.9,3
37,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,124.0,61.8,87.0,16.5,16.5,17.0,16.5,17.0,50.0,09,NULL,0.63,-6.8,105.0,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.0,615.4,8
38,Larson Casey,USA,16 DEC 1998,Norge Ski Club,122.5,59.1,87.2,17.0,17.0,17.5,17.5,17.0,51.5,09,NULL,0.58,-6.3,104.3,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.3,398.2,9
39,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,111.5,39.3,86.1,17.0,16.5,16.5,17.0,17.0,50.5,07,7.4,-0.35,5.7,102.9,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.9,1037.5,1
40,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,116.0,47.4,86.4,17.0,16.5,17.0,17.0,16.5,50.5,07,7.4,0.31,-3.3,102.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.0,896.5,6
41,Takeuchi Taku,JPN,20 MAY 1987,team taku,118.0,51.0,86.9,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,0.10,-1.1,100.9,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.9,896.5,6
42,Iwasa Yuken,JPN,2 JUL 1999,Tokyo Biso Group Ski Team,115.0,45.6,87.6,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,-0.25,4.0,100.6,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.6,896.5,6
43,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,115.5,46.5,87.1,17.0,17.0,17.0,17.0,17.0,51.0,09,NULL,0.25,-2.7,94.8,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.8,398.2,9
44,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,114.0,43.8,86.0,16.0,17.5,16.5,17.0,16.5,50.0,07,7.4,0.60,-6.5,94.7,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.7,957.2,4
45,Peier Killian,SUI,28 MAR 1995,Vallee du Joux,120.5,55.5,87.3,17.0,17.0,17.0,17.0,17.5,51.0,09,NULL,1.13,-12.2,94.3,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.3,648.7,7
46,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,112.5,41.1,86.8,15.0,16.0,15.0,15.5,15.0,45.5,07,7.4,0.11,-1.2,92.8,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.8,615.4,8
47,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Aras Edas Sports Club,113.0,42.0,86.7,17.0,16.5,16.0,16.5,16.5,49.5,07,7.4,0.59,-6.4,92.5,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.5,349.0,10
48,Harada Yumu,JPN,15 SEP 1990,Megmilk Snow Brand Ski Team,111.5,39.3,87.1,16.5,16.5,16.5,16.5,16.5,49.5,09,NULL,0.07,-0.8,88.0,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.0,896.5,6
49,Bedir Muhammed Ali,TUR,24 MAR 2000,Aras Edas Sports Club,111.0,38.4,87.2,16.5,16.5,16.0,16.5,16.5,49.5,09,NULL,0.55,-5.9,82.0,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,349.0,10
50,Lanisek Anze,SLO,20 APR 1996,Ssk Menges,103.5,24.9,86.7,14.5,15.5,15.0,15.5,15.0,45.5,07,7.4,-0.16,2.6,80.4,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.4,957.2,4
51,Naito Tomofumi,JPN,22 FEB 1993,Yonezawa Ski Jump Club,101.5,21.3,86.8,15.0,16.5,16.0,16.5,16.0,48.5,09,NULL,-0.53,8.6,78.4,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.4,896.5,6
