RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,128.0,65.4,90.3,17.0,17.5,17.5,18.0,18.0,53.0,14,10.3,-0.86,13.5,142.2,13,133.0,74.4,90.6,18.5,18.0,18.5,18.0,18.0,54.5,15,NULL,-0.52,8.1,137.0,14,279.2,1118.6,4
12,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,136.0,79.8,91.9,18.5,18.5,18.5,18.5,18.5,55.5,16,NULL,-0.53,8.3,143.6,12,132.0,72.6,91.3,18.5,18.5,18.5,18.5,18.5,55.5,15,NULL,-0.46,7.2,135.3,18,278.9,1160.8,2
13,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,124.0,58.2,90.8,17.5,17.5,17.5,18.0,18.0,53.0,14,10.3,-1.11,17.4,138.9,17,137.0,81.6,91.2,18.5,19.0,18.5,18.5,18.5,55.5,15,NULL,-0.17,2.7,139.8,11,278.7,1106.7,5
14,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,125.0,60.0,90.5,17.5,17.5,17.5,18.0,18.0,53.0,14,10.3,-0.29,4.5,127.8,28,139.5,86.1,91.1,18.0,18.5,18.5,18.0,18.0,54.5,15,NULL,-0.43,6.7,147.3,7,275.1,1151.3,3
15,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,123.5,57.3,90.2,17.5,17.5,17.5,17.5,18.0,52.5,14,10.3,-1.11,17.4,137.5,20,134.0,76.2,90.6,17.5,18.0,18.0,18.5,18.5,54.5,15,NULL,-0.43,6.7,137.4,13,274.9,1106.7,5
16,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,135.0,78.0,91.6,18.0,18.5,18.0,18.0,18.5,54.5,16,NULL,-0.42,6.6,139.1,16,132.5,73.5,91.0,18.5,18.5,18.0,18.0,18.0,54.5,15,NULL,-0.49,7.7,135.7,17,274.8,1160.8,2
17,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,127.5,64.5,90.7,17.5,17.5,17.5,18.0,18.0,53.0,14,10.3,-0.71,11.1,138.9,17,134.5,77.1,91.2,18.5,19.0,19.0,19.0,19.0,57.0,15,NULL,-0.11,1.7,135.8,16,274.7,1151.3,3
18,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,134.5,77.1,91.8,18.0,18.5,18.5,18.5,18.5,55.5,16,NULL,-0.83,13.0,145.6,9,128.5,66.3,90.7,18.0,18.0,18.0,18.0,18.0,54.0,14,5.1,-0.17,2.7,128.1,25,273.7,1118.6,4
19,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,133.0,74.4,91.2,17.5,18.0,17.5,18.0,18.0,53.5,16,NULL,-0.55,8.6,136.5,21,131.5,71.7,90.8,18.0,18.0,18.0,18.5,18.0,54.0,15,NULL,-0.70,11.0,136.7,15,273.2,1160.8,2
20,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,136.5,80.7,91.7,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.48,7.5,142.2,13,129.5,68.1,91.1,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,-0.66,10.3,130.9,23,273.1,744.7,7
21,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,129.0,67.2,90.4,18.0,18.0,18.0,18.5,18.0,54.0,14,10.3,-0.39,6.1,137.6,19,130.5,69.9,90.7,18.5,18.5,18.0,18.0,18.0,54.5,15,NULL,-0.56,8.8,133.2,20,270.8,1049.5,6
22,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,124.0,58.2,90.8,17.5,18.0,17.5,18.0,18.0,53.5,14,10.3,-0.86,13.5,135.5,23,129.5,68.1,91.4,17.5,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.83,13.0,135.1,19,270.6,1118.6,4
23,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,136.0,79.8,90.9,17.5,17.5,16.0,16.5,17.0,51.0,15,5.1,-0.34,5.3,141.2,15,129.5,68.1,90.7,18.5,18.0,18.5,18.0,18.0,54.5,15,NULL,-0.41,6.4,129.0,24,270.2,1187.3,1
24,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,128.5,66.3,91.2,17.5,17.5,17.5,17.5,17.5,52.5,15,5.1,-0.28,4.4,128.3,27,129.5,68.1,91.2,17.5,17.5,17.5,16.5,17.0,52.0,15,NULL,-0.74,11.6,131.7,22,260.0,1151.3,3
25,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,134.5,77.1,91.6,18.0,18.0,18.0,18.5,18.0,54.0,16,NULL,-0.28,4.4,135.5,23,123.0,56.4,91.1,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,-0.92,14.4,123.3,27,258.8,508.0,9
26,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,124.0,58.2,90.6,17.0,17.5,17.5,18.0,18.0,53.0,14,10.3,-0.85,13.3,134.8,25,124.0,58.2,90.9,17.5,17.5,17.5,18.0,17.5,52.5,15,NULL,-0.82,12.8,123.5,26,258.3,1160.8,2
27,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,121.0,52.8,90.7,17.0,17.0,17.0,17.5,18.0,51.5,14,10.3,-0.70,11.0,125.6,30,129.5,68.1,91.1,17.5,17.5,17.5,18.0,18.0,53.0,15,NULL,-0.72,11.3,132.4,21,258.0,1118.6,4
28,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,126.5,62.7,90.6,17.5,17.0,17.0,17.5,17.5,52.0,14,10.3,-0.28,4.4,129.4,26,119.5,50.1,91.1,17.5,17.5,17.0,17.5,17.5,52.5,15,NULL,-1.31,20.5,123.1,28,252.5,1106.7,5
29,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,133.5,75.3,91.2,17.5,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.41,6.4,135.7,22,118.0,47.4,90.8,17.0,17.0,17.0,17.5,17.5,51.5,15,NULL,-0.69,10.8,109.7,29,245.4,1106.7,5
30,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,128.0,65.4,91.6,17.5,17.5,17.5,18.0,17.5,52.5,16,NULL,-0.54,8.5,126.4,29,118.0,47.4,91.1,17.0,17.0,17.0,17.0,17.0,51.0,15,NULL,-0.47,7.4,105.8,30,232.2,744.7,7
31,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,122.5,55.5,91.0,17.0,17.5,17.5,17.5,18.0,52.5,14,10.3,-0.43,6.7,125.0,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125.0,1118.6,4
32,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,129.0,67.2,91.0,17.0,17.5,17.5,18.0,17.5,52.5,16,NULL,-0.32,5.0,124.7,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.7,1049.5,6
33,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,126.5,62.7,91.3,17.0,17.0,17.5,17.5,18.0,52.0,16,NULL,-0.63,9.9,124.6,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.6,508.0,9
34,Mueller Markus,AUT,17 JUL 2002,SG Klagenfurt,126.0,61.8,91.2,17.5,17.5,17.5,18.0,17.5,52.5,16,NULL,-0.59,9.2,123.5,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.5,1151.3,3
35,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,128.0,65.4,91.1,17.5,17.0,17.5,17.5,17.5,52.5,16,NULL,-0.28,4.4,122.3,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.3,1049.5,6
36,Deschwanden Gregor,SUI,27 FEB 1991,Horw,124.0,58.2,91.7,17.0,17.0,17.5,17.5,17.5,52.0,16,NULL,-0.74,11.6,121.8,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.8,722.0,8
37,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,122.0,54.6,91.8,17.0,17.0,17.5,17.5,17.5,52.0,16,NULL,-0.96,15.0,121.6,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.6,243.2,11
38,Belshaw Erik,USA,23 AUG 2004,Steamboat Springs winter sports clu,121.5,53.7,91.0,17.0,17.0,17.0,17.5,17.0,51.0,16,NULL,-1.04,16.3,121.0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.0,468.0,10
39,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,115.5,42.9,90.7,17.0,17.5,17.0,17.0,17.0,51.0,14,10.3,-1.01,15.8,120.0,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.0,1151.3,3
39,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,122.0,54.6,91.3,17.0,17.0,17.0,17.5,17.5,51.5,16,NULL,-0.89,13.9,120.0,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.0,1049.5,6
41,Zografski Vladimir,BUL,14 JUL 1993,NSA,125.0,60.0,91.0,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.47,7.4,119.9,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.9,239.8,12
42,Peier Killian,SUI,28 MAR 1995,Vallee du Joux,123.0,56.4,91.6,17.0,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.69,10.8,119.7,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.7,722.0,8
42,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,123.0,56.4,91.3,16.5,16.0,16.5,16.5,16.5,49.5,16,NULL,-0.88,13.8,119.7,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.7,744.7,7
44,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,119.5,50.1,91.6,17.0,17.5,17.5,17.5,17.5,52.5,16,NULL,-1.08,16.9,119.5,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.5,722.0,8
45,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,124.0,58.2,91.2,17.5,17.0,17.5,17.5,17.5,52.5,16,NULL,-0.45,7.0,117.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.7,1106.7,5
46,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,118.5,48.3,91.5,16.5,16.5,16.5,17.5,17.5,50.5,16,NULL,-0.99,15.5,114.3,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.3,1187.3,1
47,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,120.0,51.0,91.6,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.70,11.0,113.0,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.0,468.0,10
48,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,121.0,52.8,91.2,17.5,17.0,17.0,17.5,17.5,52.0,16,NULL,-0.52,8.1,112.9,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.9,1049.5,6
49,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,120.5,51.9,91.4,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.59,9.2,112.1,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.1,1187.3,1
50,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,119.0,49.2,91.0,17.0,16.5,16.5,17.0,17.0,50.5,16,NULL,-0.74,11.6,111.3,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.3,222.6,13
