RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,222.0,146.4,99.2,18.0,18.5,18.5,18.5,18.5,55.5,15,5.5,0.12,-1.7,205.7,10,220.5,144.6,99.3,18.5,18.5,18.5,18.5,18.5,55.5,15,NULL,0.01,-0.1,200.0,11,405.7,1678.2,1
12,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,212.5,135.0,98.2,18.0,18.0,18.5,17.5,18.0,54.0,13,16.7,0.16,-2.3,203.4,12,223.0,147.6,99.0,18.5,18.5,18.5,18.5,18.5,55.5,15,NULL,0.13,-1.9,201.2,9,404.6,1648.8,2
13,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,222.0,146.4,99.6,18.0,18.5,18.5,18.5,18.5,55.5,15,5.5,0.15,-2.2,205.2,11,218.0,141.6,99.4,18.5,18.5,18.5,18.5,18.5,55.5,15,NULL,0.00,0.0,197.1,15,402.3,1091.3,6
14,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,225.5,150.6,100.0,18.0,17.5,17.5,17.5,17.5,52.5,16,NULL,0.36,-5.2,197.9,15,223.0,147.6,99.5,18.0,18.5,18.5,18.5,18.5,55.5,15,NULL,0.07,-1.0,202.1,8,400.0,631.0,8
15,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,209.0,130.8,98.8,18.0,17.5,18.0,17.0,17.5,53.0,14,11.2,0.18,-2.6,192.4,20,222.5,147.0,99.4,17.5,17.5,17.5,18.0,18.0,53.0,15,NULL,0.09,-1.3,198.7,13,391.1,1508.0,5
16,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,206.5,127.8,99.0,18.0,17.5,17.5,17.5,17.5,52.5,14,11.2,0.23,-3.3,188.2,23,218.5,142.2,99.4,18.0,18.5,18.5,18.5,18.5,55.5,15,NULL,0.14,-2.0,195.7,16,383.9,1648.8,2
17,Kubacki Dawid,POL,12 MAR 1990,TS Wisla Zakopane,214.5,137.4,99.1,18.0,18.5,18.5,18.0,18.0,54.5,14,11.2,0.27,-3.9,199.2,14,208.5,130.2,99.5,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,0.16,-2.3,180.4,23,379.6,1547.4,4
18,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,219.5,143.4,99.3,18.0,18.5,18.0,18.0,17.5,54.0,16,NULL,0.14,-2.0,195.4,18,210.0,132.0,99.1,18.0,18.0,18.0,17.0,18.0,54.0,15,NULL,0.21,-3.0,183.0,19,378.4,1091.3,6
19,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,216.0,139.2,99.2,18.0,18.0,18.0,18.5,18.5,54.5,15,5.5,0.18,-2.6,196.6,16,208.0,129.6,99.0,18.0,18.0,18.0,18.0,18.0,54.0,15,NULL,0.13,-1.9,181.7,21,378.3,1547.4,4
20,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,212.0,134.4,99.5,17.5,18.0,18.0,18.0,18.0,54.0,15,5.5,0.13,-1.9,192.0,21,208.5,130.2,99.6,18.0,17.5,17.5,18.0,18.0,53.5,15,NULL,0.12,-1.7,182.0,20,374.0,1547.4,4
21,Deschwanden Gregor,SUI,27 FEB 1991,Horw,210.5,132.6,99.8,17.5,18.0,17.5,17.5,17.5,52.5,15,5.5,0.11,-1.6,189.0,22,211.5,133.8,99.7,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,0.15,-2.2,184.1,17,373.1,684.9,7
22,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,214.0,136.8,99.2,17.5,18.0,18.0,18.0,18.0,54.0,16,NULL,0.24,-3.5,187.3,24,209.0,130.8,98.7,17.5,18.0,17.5,18.0,18.0,53.5,15,NULL,0.03,-0.4,183.9,18,371.2,1678.2,1
23,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,220.5,144.6,100.1,18.0,18.5,18.0,18.0,18.0,54.0,16,NULL,0.18,-2.6,196.0,17,203.0,123.6,99.8,18.0,17.5,17.0,17.5,17.5,52.5,15,NULL,0.14,-2.0,174.1,24,370.1,1678.2,1
24,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,208.0,129.6,99.0,17.0,17.0,17.5,17.0,17.0,51.0,15,5.5,0.15,-2.2,183.9,25,208.5,130.2,99.0,17.5,18.0,18.0,17.5,18.0,53.5,15,NULL,0.15,-2.2,181.5,22,365.4,1648.8,2
25,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,208.5,130.2,100.0,18.0,18.0,17.5,18.0,18.0,54.0,16,NULL,0.25,-3.6,180.6,27,203.0,123.6,99.5,17.0,17.5,17.0,17.0,17.0,51.0,15,NULL,0.11,-1.6,173.0,25,353.6,1628.8,3
26,Marusiak Yevhen,UKR,16 MAR 2000,ShVSM of Ivano-Frankivsk,210.0,132.0,98.8,16.0,16.0,16.0,16.0,16.0,48.0,16,NULL,0.13,-1.9,178.1,28,200.0,120.0,98.5,16.5,16.0,16.5,17.0,17.0,50.0,15,NULL,0.24,-3.5,166.5,26,344.6,344.6,9
27,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,210.5,132.6,99.9,18.0,18.0,17.5,18.0,17.5,53.5,16,NULL,0.27,-3.9,182.2,26,193.0,111.6,99.6,17.0,17.0,17.0,16.5,17.0,51.0,15,NULL,0.07,-1.0,161.6,27,343.8,1508.0,5
28,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,205.5,126.6,99.7,17.0,17.5,17.0,17.5,17.5,52.0,16,NULL,0.11,-1.6,177.0,29,187.5,105.0,99.3,16.5,16.5,16.5,16.5,16.5,49.5,15,NULL,0.13,-1.9,152.6,28,329.6,329.6,12
29,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,218.0,141.6,99.0,17.0,17.5,17.5,17.5,17.5,52.5,16,NULL,0.05,-0.7,193.4,19,176.0,91.2,98.7,14.5,15.0,16.0,15.0,15.5,45.5,15,NULL,0.14,-2.0,134.7,30,328.1,1648.8,2
30,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,203.5,124.2,99.2,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,0.21,-3.0,172.2,30,178.0,93.6,98.8,16.0,16.5,16.0,16.0,16.0,48.0,15,NULL,0.22,-3.2,138.4,29,310.6,1091.3,6
31,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,202.0,122.4,99.0,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,0.10,-1.4,172.0,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172.0,344.0,10
32,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,201.5,121.8,99.6,17.0,17.5,17.0,17.5,17.0,51.5,16,NULL,0.20,-2.9,170.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170.4,1508.0,5
32,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,202.0,122.4,100.2,17.5,17.0,17.0,17.0,17.0,51.0,16,NULL,0.21,-3.0,170.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170.4,340.8,11
34,Wohlgenannt Ulrich,AUT,1 AUG 1994,SK Kehlegg-Vorarlberg,199.0,118.8,99.4,17.5,17.5,17.5,17.0,17.0,52.0,16,NULL,0.16,-2.3,168.5,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168.5,1628.8,3
35,Mogel Zak,SLO,2 MAR 2001,Ssk Ljubno btc,200.5,120.6,99.6,16.5,17.0,16.5,16.5,16.5,49.5,16,NULL,0.12,-1.7,168.4,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168.4,1648.8,2
36,Oestvold Benjamin,NOR,13 JAN 2001,Lensbygda Sportsklubb,197.5,117.0,99.3,17.0,16.5,16.5,16.5,17.0,50.0,16,NULL,0.19,-2.7,164.3,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164.3,1678.2,1
37,Leitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,191.0,109.2,99.8,17.0,17.0,16.0,16.0,16.5,49.5,16,NULL,0.11,-1.6,157.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157.1,1628.8,3
38,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,191.0,109.2,99.7,16.5,17.0,17.0,16.5,16.5,50.0,16,NULL,0.23,-3.3,155.9,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,155.9,684.9,7
39,Steiner Maximilian,AUT,4 MAY 1996,ASVOE Nordic Team Salzkammergut (NT,180.0,96.0,99.5,15.5,16.0,15.5,16.0,16.0,47.5,16,NULL,0.08,-1.2,142.3,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142.3,1628.8,3
40,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,163.5,76.2,99.8,13.5,14.0,14.5,14.5,14.5,43.0,16,NULL,0.26,-3.7,115.5,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.5,631.0,8
