RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
23,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,125.0,60.0,90.7,17.0,17.0,17.0,17.5,17.5,51.5,14,NULL,-0.67,10.5,122.0,23,125.5,60.9,89.9,17.5,17.5,17.5,17.5,17.5,52.5,13,NULL,0.02,-0.2,113.2,22,235.2,235.2,11
24,Belshaw Erik,USA,23 AUG 2004,Steamboat Springs winter sports clu,123.0,56.4,90.4,17.0,17.5,17.5,17.5,17.5,52.5,14,NULL,-0.80,12.5,121.4,26,117.5,46.5,89.8,17.5,17.5,17.5,17.5,17.5,52.5,13,NULL,-0.61,9.6,108.6,26,230.0,406.0,9
25,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,126.0,61.8,90.5,17.5,17.5,17.5,17.5,17.5,52.5,14,NULL,-0.38,6.0,120.3,29,121.0,52.8,89.7,17.0,17.0,17.5,18.0,18.0,52.5,13,NULL,-0.24,3.8,109.1,24,229.4,1051.3,3
25,Deschwanden Gregor,SUI,27 FEB 1991,Horw,124.5,59.1,91.0,17.5,17.5,18.0,17.5,18.0,53.0,14,NULL,-0.53,8.3,120.4,28,119.5,50.1,90.2,17.0,17.5,17.5,17.5,17.5,52.5,13,NULL,-0.41,6.4,109.0,25,229.4,608.6,8
27,Mueller Markus,AUT,17 JUL 2002,SG Klagenfurt,126.0,61.8,90.7,17.5,17.5,17.0,18.0,17.5,52.5,14,NULL,-0.69,10.8,125.1,21,116.5,44.7,89.7,17.0,17.0,17.0,16.5,17.5,51.0,13,NULL,-0.26,4.1,99.8,27,224.9,1118.6,1
28,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,126.0,61.8,90.5,17.0,17.0,17.0,17.0,17.5,51.0,14,NULL,-0.79,12.4,125.2,20,114.0,40.2,89.7,17.0,16.5,16.5,17.0,17.0,50.5,13,NULL,-0.50,7.8,98.5,29,223.7,1051.3,3
29,Zografski Vladimir,BUL,14 JUL 1993,NSA,126.5,62.7,90.5,17.5,17.5,17.5,17.0,17.0,52.0,14,NULL,-0.45,7.0,121.7,24,120.5,51.9,89.8,17.0,16.0,16.0,16.0,16.5,48.5,13,NULL,0.11,-1.1,99.3,28,221.0,221.0,13
30,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,123.0,56.4,90.9,17.5,17.0,17.0,17.0,17.5,51.5,14,NULL,-0.81,12.7,120.6,27,114.0,40.2,90.2,16.5,16.0,16.0,16.0,16.5,48.5,13,NULL,-0.45,7.0,95.7,30,216.3,1008.3,4
31,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,123.0,56.4,90.6,17.5,17.5,17.5,17.5,17.5,52.5,14,NULL,-0.60,9.4,118.3,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.3,844.6,6
32,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,120.0,51.0,90.8,17.0,17.0,16.5,17.0,17.5,51.0,14,NULL,-0.73,11.4,113.4,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.4,1051.3,3
33,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,118.5,48.3,90.8,17.5,17.5,17.5,17.5,18.0,52.5,14,NULL,-0.78,12.2,113.0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.0,1072.2,2
34,Maltsev Kevin,EST,4 JUL 2000,Elva Skiclub,122.0,54.6,90.5,17.0,17.0,17.0,17.0,17.0,51.0,14,NULL,-0.38,6.0,111.6,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.6,223.2,12
35,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,120.0,51.0,90.9,16.5,16.5,17.0,16.5,17.5,50.0,14,NULL,-0.46,7.2,108.2,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.2,690.5,7
36,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,117.0,45.6,90.6,17.5,17.5,17.5,17.5,17.0,52.5,14,NULL,-0.61,9.6,107.7,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.7,844.6,6
37,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,119.5,50.1,90.8,16.5,16.5,16.5,17.0,17.0,50.0,14,NULL,-0.22,3.4,103.5,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.5,1003.3,5
38,Kobayashi Junshiro,JPN,11 JUN 1991,Megmilk Snow Brand Ski Team,115.5,42.9,90.5,16.5,16.5,16.5,17.0,17.0,50.0,14,NULL,-0.66,10.3,103.2,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.2,844.6,6
39,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,117.5,46.5,90.4,16.5,16.0,15.5,15.5,16.0,47.5,14,NULL,-0.50,7.8,101.8,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.8,1003.3,5
40,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,114.0,40.2,90.5,16.5,16.0,16.0,16.0,16.0,48.0,14,NULL,-0.83,13.0,101.2,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.2,690.5,7
41,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,118.5,48.3,90.4,16.5,17.0,16.5,17.0,17.5,50.5,14,NULL,-0.02,0.3,99.1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.1,381.6,10
42,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,107.5,28.5,91.0,16.5,16.5,17.0,17.0,17.0,50.5,14,NULL,-1.14,17.9,96.9,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.9,608.6,8
43,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,112.5,37.5,90.3,16.5,16.5,16.5,16.5,17.0,49.5,14,NULL,-0.39,6.1,93.1,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.1,844.6,6
43,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,110.0,33.0,90.4,16.5,16.5,16.5,16.0,16.5,49.5,14,NULL,-0.68,10.6,93.1,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.1,844.6,6
45,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,110.5,33.9,91.2,16.5,16.5,17.0,17.0,17.0,50.5,14,NULL,-0.53,8.3,92.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.7,185.4,14
45,Peier Killian,SUI,28 MAR 1995,Vallee du Joux,109.0,31.2,90.9,15.5,15.5,15.5,15.5,15.5,46.5,14,NULL,-0.96,15.0,92.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.7,608.6,8
47,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,113.5,39.3,90.5,16.5,17.0,16.5,16.5,17.0,50.0,14,NULL,-0.19,3.0,92.3,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.3,844.6,6
48,Muminov Sabirzhan,KAZ,16 APR 1994,Almaty,110.5,33.9,90.5,16.5,16.5,16.5,16.5,16.5,49.5,14,NULL,-0.53,8.3,91.7,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.7,381.6,10
49,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,105.0,24.0,91.0,16.0,16.0,16.0,16.5,16.5,48.5,14,NULL,-0.99,15.5,88.0,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.0,406.0,9
50,Wolny Jakub,POL,15 MAY 1995,LKS Klimczok Bystra,105.5,24.9,90.5,15.5,15.0,14.5,14.5,14.5,44.0,14,NULL,-0.85,13.3,82.2,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.2,1003.3,5
