RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,131.5,71.7,90.7,18.0,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.25,3.9,129.6,10,131.0,70.8,90.2,18.0,18.0,18.0,18.0,18.0,54.0,14,3.8,-0.43,6.7,135.3,12,264.9,1045.1,3
12,Leitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,129.5,68.1,90.4,17.0,17.5,17.5,17.5,18.0,52.5,15,NULL,-0.47,7.4,128.0,11,135.5,78.9,90.4,18.0,18.5,18.0,19.0,18.0,54.5,15,NULL,-0.05,0.8,134.2,14,262.2,1103.7,1
13,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,129.0,67.2,89.9,17.0,16.5,16.5,16.5,17.0,50.0,15,NULL,-0.42,6.6,123.8,16,135.5,78.9,90.1,18.0,18.5,18.5,18.5,18.5,55.5,15,NULL,-0.18,2.8,137.2,9,261.0,1040.1,4
14,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,128.0,65.4,89.7,17.5,17.5,18.0,17.0,17.5,52.5,15,NULL,-0.32,5.0,122.9,19,134.0,76.2,89.8,18.0,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.17,2.7,132.9,15,255.8,1040.1,4
15,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,125.5,60.9,90.5,17.0,17.5,17.5,17.5,17.0,52.0,15,NULL,-0.49,7.7,120.6,20,135.0,78.0,90.7,18.0,18.0,18.0,17.5,18.0,54.0,15,NULL,-0.15,2.3,134.3,13,254.9,1045.1,3
16,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,129.5,68.1,90.3,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,-0.29,4.5,125.1,15,133.0,74.4,90.5,18.0,18.0,18.5,18.0,18.0,54.0,15,NULL,0.01,-0.1,128.3,20,253.4,1033.7,5
17,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,128.0,65.4,90.7,17.5,17.5,17.5,17.5,17.0,52.5,15,NULL,-0.37,5.8,123.7,17,130.0,69.0,90.7,17.0,17.5,17.5,17.5,17.5,52.5,15,NULL,-0.45,7.0,128.5,19,252.2,1045.1,3
18,Kraft Stefan,AUT,13 MAY 1993,SV Schwarzach-Salzburg,122.5,55.5,90.3,17.5,17.0,17.0,17.0,17.0,51.0,15,NULL,-0.76,11.9,118.4,22,131.0,70.8,90.6,17.5,18.0,18.5,18.0,18.0,54.0,15,NULL,-0.40,6.3,131.1,17,249.5,1103.7,1
19,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,125.0,60.0,90.3,17.0,17.5,17.5,17.0,17.0,51.5,15,NULL,-0.36,5.6,117.1,23,131.0,70.8,90.2,17.5,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.44,6.9,131.7,16,248.8,852.4,6
20,Forfang Johann Andre,NOR,4 JUL 1995,*38 Tromsoe Skiklub,129.0,67.2,90.1,17.0,17.5,17.5,17.5,18.0,52.5,15,NULL,0.04,-0.4,119.3,21,130.5,69.9,90.2,17.5,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.22,3.4,127.3,21,246.6,1033.7,5
21,Deschwanden Gregor,SUI,27 FEB 1991,Horw,127.5,64.5,90.4,17.0,17.0,17.0,17.0,17.5,51.0,15,NULL,-0.49,7.7,123.2,18,126.5,62.7,90.3,17.0,17.0,17.0,17.0,17.0,51.0,15,NULL,-0.41,6.4,120.1,23,243.3,243.3,10
22,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,130.0,69.0,90.0,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,-0.32,5.0,126.5,13,126.0,61.8,90.2,17.5,17.0,17.5,17.0,17.0,51.5,15,NULL,-0.14,2.2,115.5,26,242.0,1086.1,2
23,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,121.0,52.8,90.3,17.5,17.0,17.0,17.0,16.5,51.0,15,NULL,-0.45,7.0,110.8,29,133.0,74.4,90.7,18.0,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.17,2.7,131.1,17,241.9,1045.1,3
24,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,124.5,59.1,89.8,17.0,17.0,17.0,17.0,17.0,51.0,15,NULL,-0.32,5.0,115.1,26,127.5,64.5,90.0,17.0,17.0,17.5,17.0,17.0,51.0,15,NULL,-0.51,8.0,123.5,22,238.6,1045.1,3
25,Aschenwald Philipp,AUT,12 NOV 1995,*32 SC Mayerhofen-Tirol,132.0,72.6,90.7,18.0,18.0,18.0,18.0,18.0,54.0,15,NULL,-0.09,1.4,128.0,11,124.0,58.2,90.6,17.0,16.5,16.5,16.5,16.0,49.5,15,NULL,-0.04,0.6,108.3,29,236.3,1103.7,1
26,Palosaari Vilho,FIN,20 JUL 2004,*20 Kuusamon Era-Veikot,125.0,60.0,90.3,16.5,16.5,17.0,16.5,16.5,49.5,15,NULL,-0.29,4.5,114.0,27,125.5,60.9,90.2,17.0,17.0,17.0,16.5,16.5,50.5,15,NULL,-0.33,5.2,116.6,25,230.6,452.6,7
27,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,125.0,60.0,90.1,17.0,17.5,17.5,17.0,17.0,51.5,15,NULL,-0.35,5.5,117.0,24,122.0,54.6,90.1,17.0,17.0,17.5,17.0,17.0,51.0,15,NULL,-0.47,7.4,113.0,27,230.0,1033.7,5
28,Hoffmann Felix,GER,14 OCT 1997,SWV Goldlauter,121.0,52.8,90.4,16.5,16.5,16.5,16.5,16.5,49.5,15,NULL,-0.38,6.0,108.3,30,128.0,65.4,90.4,17.5,17.5,17.5,17.5,17.5,52.5,15,NULL,-0.06,0.9,118.8,24,227.1,1045.1,3
29,Prevc Domen,SLO,4 JUN 1999,*48 Sk Triglav kranj,124.0,58.2,89.9,17.0,17.0,17.0,17.0,17.0,51.0,15,NULL,-0.27,4.2,113.4,28,125.0,60.0,90.0,17.0,16.5,16.5,16.5,16.5,49.5,15,NULL,-0.20,3.1,112.6,28,226.0,1040.1,4
30,Koudelka Roman,CZE,9 JUL 1989,*35 LSK Lomnice nad Popelkou - Dukla,124.0,58.2,90.3,17.0,17.5,17.5,17.0,17.0,51.5,15,NULL,-0.40,6.3,116.0,25,117.0,45.6,90.3,16.5,16.5,17.0,16.5,16.5,49.5,15,NULL,-0.60,9.4,104.5,30,220.5,220.5,11
31,Fannemel Anders,NOR,13 MAY 1991,Hornindal Il,124.5,59.1,90.1,17.0,17.0,16.5,17.0,17.0,51.0,15,NULL,-0.16,2.5,112.6,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.6,1033.7,5
32,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,124.0,58.2,90.3,16.5,16.5,16.0,16.0,16.0,48.5,15,NULL,-0.33,5.2,111.9,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.9,1045.1,3
33,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,125.0,60.0,90.2,16.5,17.0,17.5,17.0,17.0,51.0,15,NULL,0.00,0.0,111.0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.0,452.6,7
34,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,118.0,47.4,90.2,17.0,16.5,17.0,16.5,16.0,50.0,15,NULL,-0.68,10.6,108.0,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.0,1040.1,4
35,Maltsev Kevin,EST,4 JUL 2000,Elva Skiclub,120.0,51.0,89.7,16.5,16.5,16.5,17.0,16.5,49.5,15,NULL,-0.47,7.4,107.9,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.9,426.0,8
36,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,119.5,50.1,90.1,16.5,16.5,17.0,16.5,17.0,50.0,15,NULL,-0.38,6.0,106.1,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.1,852.4,6
37,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,119.0,49.2,89.7,17.0,16.5,16.5,16.5,16.0,49.5,15,NULL,-0.41,6.4,105.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.1,426.0,8
38,Hamann Martin,GER,10 APR 1997,SG Nickelhuette Aue,122.5,55.5,90.7,16.5,17.0,17.0,16.5,16.5,50.0,15,NULL,0.05,-0.5,105.0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.0,1045.1,3
39,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,122.0,54.6,89.8,16.5,16.5,16.5,16.5,16.0,49.5,15,NULL,0.09,-0.9,103.2,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.2,206.4,12
39,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,118.0,47.4,90.2,16.5,16.0,16.0,16.0,16.0,48.0,15,NULL,-0.50,7.8,103.2,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.2,1040.1,4
41,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,118.5,48.3,89.7,16.5,16.5,16.5,16.5,16.5,49.5,15,NULL,-0.20,3.1,100.9,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.9,852.4,6
42,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,113.0,38.4,89.7,16.5,16.0,16.0,16.5,16.0,48.5,15,NULL,-0.68,10.6,97.5,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.5,371.2,9
43,Sato Yukiya,JPN,19 JUN 1995,Megmilk Snow Brand Ski Team,115.0,42.0,90.5,16.5,16.5,16.0,16.0,16.5,49.0,15,NULL,-0.24,3.8,94.8,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.8,852.4,6
44,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,112.5,37.5,90.1,15.5,15.5,16.0,15.5,15.5,46.5,15,NULL,-0.35,5.5,89.5,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.5,179.0,13
45,Roth Luca,GER,14 APR 2000,Sv Messstetten,113.0,38.4,90.2,16.5,16.5,16.5,16.0,16.0,49.0,15,NULL,-0.11,1.7,89.1,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.1,1045.1,3
46,Cecon Francesco,ITA,R.L13 NOV 2001,BACHMANN SPORT COLLEGE S.S.D. A,114.0,40.2,89.3,15.0,15.5,15.5,15.5,15.5,46.5,15,NULL,-0.09,1.4,88.1,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.1,371.2,9
47,Hula Stefan,POL,29 SEP 1986,KS Eve-nement Zakopane,113.0,38.4,89.9,16.0,15.0,15.0,15.0,15.5,45.5,15,NULL,-0.22,3.4,87.3,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.3,1086.1,2
48,Sato Keiichi,JPN,27 JUL 1997,Megmilk Snow Brand Ski Team,110.0,33.0,89.9,15.0,14.5,14.5,14.5,14.0,43.5,15,NULL,-0.22,3.4,79.9,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.9,852.4,6
49,Zografski Vladimir,BUL,14 JUL 1993,NSA,103.0,20.4,88.7,14.5,14.5,14.5,14.5,13.5,43.5,15,NULL,0.00,0.0,63.9,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63.9,127.8,14
