RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
11,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,140.0,78.0,88.3,18.5,18.0,18.0,18.5,17.5,54.5,09,4.4,0.70,-8.2,128.7,10,130.5,60.9,89.5,18.0,18.0,18.0,18.0,18.0,54.0,11,NULL,-0.66,11.6,126.5,9,255.2,1027.3,1
12,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,135.0,69.0,87.8,18.5,18.0,18.5,18.0,18.0,54.5,09,4.4,0.29,-3.4,124.5,13,131.0,61.8,88.8,18.5,18.0,18.0,18.0,18.5,54.5,11,NULL,-0.20,3.5,119.8,15,244.3,1027.3,1
13,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,134.0,67.2,88.5,18.0,18.0,18.0,18.0,18.0,54.0,09,4.4,0.11,-1.3,124.3,14,127.0,54.6,89.5,18.0,17.5,17.5,18.0,18.0,53.5,11,NULL,-0.52,9.1,117.2,16,241.5,943.1,5
14,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,137.0,72.6,88.6,18.5,18.0,18.5,18.5,18.0,55.0,09,4.4,0.68,-8.0,124.0,15,127.5,55.5,89.4,18.0,18.0,18.0,18.0,18.0,54.0,11,NULL,-0.43,7.5,117.0,17,241.0,1016.4,2
15,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,133.0,65.4,88.5,18.0,17.5,18.0,18.0,18.0,54.0,09,4.4,0.42,-4.9,118.9,20,127.5,55.5,89.5,17.5,17.5,17.5,17.5,17.5,52.5,11,NULL,-0.74,13.0,121.0,14,239.9,1016.4,2
16,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,142.0,81.6,88.3,18.0,18.5,18.5,18.0,18.5,55.0,09,4.4,0.90,-10.5,130.5,5,121.5,44.7,89.0,17.0,16.5,16.5,17.0,17.0,50.5,11,NULL,-0.73,12.8,108.0,25,238.5,408.1,9
17,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,127.0,54.6,88.3,17.0,17.0,17.0,17.0,17.0,51.0,09,4.4,0.12,-1.4,108.6,28,134.0,67.2,89.2,18.0,18.0,18.0,17.5,17.5,53.5,11,NULL,-0.51,9.0,129.7,8,238.3,1016.4,2
18,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,135.0,69.0,88.1,17.5,18.0,18.0,17.5,17.5,53.0,09,4.4,0.63,-7.4,119.0,19,127.0,54.6,89.1,18.0,17.5,17.5,18.0,17.5,53.0,11,NULL,-0.53,9.3,116.9,18,235.9,874.0,6
19,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,125.5,51.9,87.7,16.5,16.5,17.0,17.0,17.0,50.5,09,4.4,-0.06,1.1,107.9,29,130.5,60.9,88.8,18.0,17.5,17.5,18.0,18.0,53.5,11,NULL,-0.66,11.6,126.0,11,233.9,1027.3,1
20,Deschwanden Gregor,SUI,27 FEB 1991,Horw,132.0,63.6,88.6,17.5,17.5,17.5,17.5,17.5,52.5,09,4.4,0.56,-6.6,113.9,23,125.0,51.0,89.4,17.5,17.0,17.5,17.0,17.5,52.0,11,NULL,-0.67,11.8,114.8,21,228.7,422.5,7
21,Heggli Bendik Jakobsen,NOR,14 OCT 2001,Byaasen IL,140.5,78.9,88.5,17.5,17.5,18.0,17.5,17.5,52.5,10,NULL,0.78,-9.1,122.3,16,124.5,50.1,89.0,16.5,16.5,17.0,16.0,17.0,50.0,11,NULL,-0.32,5.6,105.7,26,228.0,988.8,4
22,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,127.5,55.5,88.0,17.5,17.5,17.5,17.5,17.5,52.5,09,4.4,0.27,-3.2,109.2,25,129.0,58.2,89.0,18.0,17.5,17.5,17.5,17.0,52.5,11,NULL,-0.35,6.1,116.8,19,226.0,943.1,5
22,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,132.0,63.6,88.3,17.5,18.0,18.0,18.0,18.0,54.0,09,4.4,0.48,-5.6,116.4,21,122.0,45.6,89.1,17.0,17.0,16.5,17.5,17.5,51.5,11,NULL,-0.71,12.5,109.6,24,226.0,996.9,3
24,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,134.0,67.2,88.1,18.0,18.0,18.0,18.0,18.0,54.0,09,4.4,0.30,-3.5,122.1,18,119.0,40.2,88.9,17.0,16.5,16.5,17.0,17.0,50.5,11,NULL,-0.74,13.0,103.7,28,225.8,1027.3,1
25,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,127.0,54.6,88.1,17.0,17.5,17.5,17.5,17.5,52.5,09,4.4,0.21,-2.5,109.0,26,127.0,54.6,88.9,17.5,18.0,17.5,18.0,18.0,53.5,11,NULL,-0.42,7.4,115.5,20,224.5,996.9,3
26,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,132.0,63.6,88.9,17.5,17.0,17.5,17.5,17.5,52.5,10,NULL,0.52,-6.1,110.0,24,126.0,52.8,89.3,17.5,17.5,17.0,17.5,17.5,52.5,11,NULL,-0.45,7.9,113.2,22,223.2,420.0,8
27,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,139.5,77.1,88.8,18.5,18.0,18.5,18.0,18.0,54.5,10,NULL,0.80,-9.4,122.2,17,119.0,40.2,89.4,17.0,17.0,16.5,16.5,17.5,50.5,11,NULL,-0.52,9.1,99.8,29,222.0,996.9,3
28,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,125.0,51.0,88.1,17.0,17.0,17.0,17.5,17.0,51.0,09,4.4,0.08,-0.9,105.5,30,125.0,51.0,89.0,17.5,17.0,17.0,17.0,17.5,51.5,11,NULL,-0.58,10.2,112.7,23,218.2,943.1,5
29,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,129.5,59.1,88.3,17.5,17.5,17.0,17.5,17.5,52.5,10,NULL,0.23,-2.7,108.9,27,121.0,43.8,88.4,17.0,17.0,16.5,16.5,17.0,50.5,11,NULL,-0.62,10.9,105.2,27,214.1,214.1,10
30,Mogel Zak,SLO,2 MAR 2001,Ssk Ljubno btc,134.0,67.2,88.7,17.5,17.5,18.0,17.0,17.5,52.5,10,NULL,0.42,-4.9,114.8,22,112.5,28.5,89.1,16.0,16.5,15.0,16.0,16.0,48.0,11,NULL,-0.53,9.3,85.8,30,200.6,1027.3,1
31,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,127.0,54.6,88.0,17.0,17.0,17.5,17.5,17.5,52.0,09,4.4,0.48,-5.6,105.4,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.4,1027.3,1
32,Takeuchi Taku,JPN,20 MAY 1987,team taku,125.0,51.0,88.8,17.5,17.0,17.0,17.0,17.0,51.0,10,NULL,0.01,-0.1,101.9,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.9,874.0,6
33,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,124.0,49.2,87.8,17.0,17.0,17.0,17.5,17.5,51.5,09,4.4,0.31,-3.6,101.5,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.5,988.8,4
34,Lisso Justin,GER,12 DEC 1999,Wsv Schmiedefeld,123.0,47.4,89.2,17.0,17.0,17.0,17.5,17.0,51.0,10,NULL,-0.15,2.6,101.0,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.0,1016.4,2
35,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Aras Edas Sports Club,126.0,52.8,88.6,16.5,16.5,16.5,16.5,17.0,49.5,10,NULL,0.15,-1.8,100.5,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.5,201.0,11
36,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,123.0,47.4,88.2,17.0,17.0,17.0,17.0,17.5,51.0,09,4.4,0.27,-3.2,99.6,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.6,943.1,5
37,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,125.0,51.0,88.9,17.5,16.5,17.5,17.0,17.5,52.0,10,NULL,0.39,-4.6,98.4,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.4,420.0,8
38,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,124.0,49.2,88.9,16.5,17.0,17.0,17.0,17.5,51.0,10,NULL,0.24,-2.8,97.4,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.4,943.1,5
39,Peter Dominik,SUI,30 MAY 2001,Am Bachtel wald,121.0,43.8,89.2,17.0,17.0,17.5,17.5,17.5,52.0,10,NULL,-0.06,1.1,96.9,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.9,422.5,7
40,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,123.0,47.4,88.1,17.0,17.0,17.0,17.0,17.0,51.0,10,NULL,0.28,-3.3,95.1,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.1,988.8,4
40,Villumstad Fredrik,NOR,21 MAR 1999,SKIMT,121.5,44.7,88.6,17.0,17.0,17.0,17.0,17.0,51.0,10,NULL,0.05,-0.6,95.1,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.1,988.8,4
42,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,121.0,43.8,88.2,17.0,17.0,16.0,16.5,17.0,50.5,09,4.4,0.40,-4.7,94.0,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.0,988.8,4
42,Zografski Vladimir,BUL,14 JUL 1993,NSA,125.0,51.0,88.2,16.5,16.5,16.5,17.0,17.0,50.0,10,NULL,0.60,-7.0,94.0,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.0,188.0,12
44,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,119.5,41.1,88.6,16.5,17.0,16.5,17.0,16.5,50.0,10,NULL,-0.13,2.3,93.4,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.4,186.8,13
45,Boyd-Clowes Mackenzie,CAN,13 JUL 1991,Altius Nordic Ski Club,121.5,44.7,89.3,16.5,17.0,16.5,17.0,16.5,50.0,10,NULL,0.16,-1.9,92.8,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.8,185.6,14
46,Marusiak Yevhen,UKR,16 MAR 2000,ShVSM of Ivano-Frankivsk,121.0,43.8,88.3,16.0,15.5,16.0,15.5,16.0,47.5,10,NULL,-0.05,0.9,92.2,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.2,184.4,15
47,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,119.5,41.1,88.4,16.5,16.0,16.5,16.5,16.0,49.0,10,NULL,0.40,-4.7,85.4,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.4,874.0,6
48,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,118.0,38.4,88.7,15.5,15.0,15.0,16.5,16.0,46.5,10,NULL,0.01,-0.1,84.8,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.8,408.1,9
49,Siegel David,GER,28 AUG 1996,SV Baiersbronn,113.5,30.3,89.2,16.5,16.5,16.5,16.5,16.5,49.5,10,NULL,0.02,-0.2,79.6,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.6,1016.4,2
50,Roth Luca,GER,14 APR 2000,Sv Messstetten,113.0,29.4,89.2,16.5,16.5,16.5,16.5,17.0,49.5,10,NULL,-0.01,0.2,79.1,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.1,1016.4,2
