RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
10,Zyla Piotr,POL,16 JAN 1987,WSS Wisla,133.5,75.3,90.5,18.5,18.0,18.0,18.5,18.5,55.0,12,NULL,-0.75,12.2,142.5,12,136.0,79.8,90.0,18.5,18.5,19.0,18.5,17.5,55.5,10,NULL,-0.29,4.7,140.0,13,282.5,1118.1,4
12,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,136.0,79.8,90.5,18.5,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.43,7.0,140.8,13,135.5,78.9,89.4,18.5,18.5,18.5,18.5,18.5,55.5,10,NULL,-0.39,6.3,140.7,12,281.5,1085.3,5
13,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,134.5,77.1,90.3,18.5,18.5,18.5,18.5,18.0,55.5,12,NULL,-0.46,7.5,140.1,14,137.5,82.5,89.4,18.5,18.0,18.0,18.0,18.5,54.5,10,NULL,-0.25,4.0,141.0,11,281.1,1131.3,3
14,Kraft Stefan,AUT,13 MAY 1993,SV Schwarzach-Salzburg,141.0,88.8,90.1,19.5,19.5,19.5,19.0,18.5,58.0,12,NULL,-0.33,5.3,152.1,4,127.5,64.5,89.4,18.5,18.0,18.0,18.5,17.5,54.5,10,NULL,-0.61,9.9,128.9,21,281.0,1157.8,1
15,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,134.0,76.2,90.3,18.5,18.5,18.5,18.0,18.5,55.5,12,NULL,-0.45,7.3,139.0,17,135.0,78.0,89.9,18.5,18.5,18.5,18.5,18.5,55.5,10,NULL,-0.32,5.2,138.7,14,277.7,1157.1,2
16,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,133.0,74.4,90.6,18.5,19.0,18.5,18.5,19.0,56.0,12,NULL,-0.53,8.6,139.0,17,132.5,73.5,89.8,18.5,18.5,18.5,18.5,18.5,55.5,10,NULL,-0.44,7.1,136.1,15,275.1,1085.3,5
17,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,134.5,77.1,90.1,18.5,19.0,18.5,18.5,19.0,56.0,12,NULL,-0.40,6.5,139.6,16,135.5,78.9,89.4,19.0,18.5,18.5,18.5,18.0,55.5,10,NULL,0.01,-0.1,134.3,17,273.9,748.1,6
18,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,132.5,73.5,89.8,18.5,19.0,18.5,19.0,19.0,56.5,12,NULL,-0.47,7.6,137.6,21,131.5,71.7,89.3,18.5,18.5,18.5,18.5,18.5,55.5,10,NULL,-0.48,7.8,135.0,16,272.6,1157.8,1
19,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,134.5,77.1,89.5,18.5,18.5,19.0,18.5,18.5,55.5,12,NULL,-0.64,10.4,143.0,11,128.0,65.4,89.1,18.0,18.0,18.0,18.0,17.5,54.0,10,NULL,-0.44,7.1,126.5,22,269.5,1131.3,3
20,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,131.5,71.7,90.1,18.5,18.5,18.5,18.5,18.5,55.5,12,NULL,-0.65,10.5,137.7,20,130.0,69.0,89.9,18.5,18.5,18.0,18.0,18.5,55.0,10,NULL,-0.35,5.7,129.7,19,267.4,1085.3,5
21,Johansson Robert,NOR,23 MAR 1990,Soere Aal IL,133.5,75.3,90.7,18.5,18.5,18.5,18.5,18.5,55.5,12,NULL,-0.43,7.0,137.8,19,130.0,69.0,89.9,18.5,18.0,17.5,18.0,18.0,54.0,10,NULL,-0.40,6.5,129.5,20,267.3,1131.3,3
22,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,130.0,69.0,89.6,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.47,7.6,129.1,28,133.0,74.4,89.0,18.0,18.5,18.0,18.0,18.5,54.5,10,NULL,-0.30,4.9,133.8,18,262.9,1157.1,2
23,Eiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,131.5,71.7,90.4,18.5,18.5,18.0,18.0,18.0,54.5,12,NULL,-0.63,10.2,136.4,22,126.0,61.8,90.0,18.0,18.0,17.5,18.0,18.0,54.0,10,NULL,-0.56,9.1,124.9,25,261.3,1085.3,5
24,Ande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,131.0,70.8,90.1,18.0,18.5,18.5,18.5,18.5,55.5,12,NULL,-0.45,7.3,133.6,24,126.5,62.7,89.2,18.0,17.5,18.0,18.0,18.0,54.0,10,NULL,-0.53,8.6,125.3,24,258.9,1131.3,3
25,Aschenwald Philipp,AUT,12 NOV 1995,SC Mayerhofen-Tirol,132.0,72.6,90.4,18.0,18.0,18.0,17.5,17.5,53.5,12,NULL,-0.47,7.6,133.7,23,126.5,62.7,89.5,18.0,17.5,18.0,17.5,17.5,53.0,10,NULL,-0.55,8.9,124.6,26,258.3,1157.8,1
26,Eitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,130.0,69.0,89.6,18.0,18.0,18.0,17.5,17.5,53.5,11,2.4,-0.37,6.0,130.9,25,127.5,64.5,89.1,18.0,18.0,18.0,18.0,18.0,54.0,10,NULL,-0.47,7.6,126.1,23,257.0,1157.8,1
27,Annemel Anders,NOR,13 MAY 1991,Hornindal Il,128.5,66.3,90.1,18.0,18.0,18.0,17.5,18.0,54.0,12,NULL,-0.55,8.9,129.2,27,127.0,63.6,89.0,16.5,17.0,16.5,16.5,16.5,49.5,10,NULL,-0.46,7.5,120.6,27,249.8,1131.3,3
28,Ortner Maximilian,AUT,4 JUN 2002,SV Villach,127.5,64.5,89.9,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.62,10.0,128.5,29,127.5,64.5,89.2,18.0,18.0,18.0,17.5,18.0,54.0,10,NULL,-0.06,1.0,119.5,28,248.0,1157.8,1
29,Undal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,130.0,69.0,89.8,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.41,6.6,129.6,26,120.5,51.9,89.0,17.5,17.5,17.5,17.5,17.0,52.5,10,NULL,-0.51,8.3,112.7,30,242.3,1131.3,3
30,Deschwanden Gregor,SUI,27 FEB 1991,Horw,124.0,58.2,90.4,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.65,10.5,121.2,30,127.5,64.5,89.5,17.5,18.0,18.0,17.5,17.5,53.0,10,NULL,0.08,-0.9,116.6,29,237.8,237.8,12
31,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,130.0,69.0,90.4,18.0,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.47,7.6,129.1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129.1,1085.3,5
32,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,129.0,67.2,90.3,17.5,18.0,18.0,17.5,18.0,53.5,12,NULL,-0.47,7.6,128.3,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128.3,511.2,7
33,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,128.0,65.4,89.9,18.0,18.0,18.0,18.0,18.0,54.0,12,NULL,-0.49,7.9,127.3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.3,511.2,7
34,Vassilyev Danil,KAZ,22 JUL 2004,Almaty,127.5,64.5,NULL,17.5,17.5,18.0,17.5,18.0,53.0,12,NULL,-0.32,5.2,122.7,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.7,245.4,9
35,Insam Alex,ITA,19 DEC 1997,GRUPPO SPORTIVO FIAMME ORO,126.5,62.7,89.6,17.5,17.5,17.5,17.5,18.0,52.5,11,2.4,-0.29,4.7,122.3,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.3,486.6,8
36,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,126.0,61.8,90.0,17.5,17.5,17.0,17.5,17.0,52.0,12,NULL,-0.51,8.3,122.1,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.1,244.2,10
37,Nikaido Ren,JPN,24 MAY 2001,NIPPON BEER,126.0,61.8,89.8,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.47,7.6,121.9,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.9,748.1,6
38,Moerth Francisco,AUT,9 JUL 1999,WSC Bad Mitterndorf,126.5,62.7,89.7,18.0,18.0,18.0,17.5,18.0,54.0,11,2.4,-0.13,2.1,121.2,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.2,1157.8,1
39,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,123.5,57.3,90.0,17.5,17.5,17.5,17.5,18.0,52.5,12,NULL,-0.70,11.3,121.1,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.1,1157.1,2
40,Bresadola Giovanni,ITA,17 FEB 2001,C.S. ESERCITO,125.0,60.0,90.2,17.0,17.0,17.0,17.0,17.0,51.0,12,NULL,-0.62,10.0,121.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.0,486.6,8
40,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,121.5,53.7,90.5,17.0,17.5,17.5,17.5,17.0,52.0,10,4.8,-0.65,10.5,121.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.0,1118.1,4
42,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,123.5,57.3,89.7,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.67,10.9,120.7,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.7,1118.1,4
43,Hula Stefan,POL,29 SEP 1986,KS Eve-nement Zakopane,125.0,60.0,90.1,17.5,17.5,18.0,17.5,17.5,52.5,12,NULL,-0.42,6.8,119.3,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.3,1118.1,4
44,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,124.0,58.2,90.5,17.5,17.5,17.5,17.5,17.5,52.5,12,NULL,-0.52,8.4,119.1,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.1,238.2,11
45,Paschke Pius,GER,20 MAY 1990,WSV Kiefersfelden,123.5,57.3,89.7,17.5,17.5,17.0,17.5,17.0,52.0,12,NULL,-0.59,9.6,118.9,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.9,1085.3,5
46,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,123.0,56.4,90.5,17.5,17.5,17.0,17.0,17.5,52.0,12,NULL,-0.56,9.1,117.5,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.5,1085.3,5
47,Nakamura Naoki,JPN,19 SEP 1996,Flying Laboratory SC,122.0,54.6,89.8,17.5,17.5,17.0,17.0,18.0,52.0,12,NULL,-0.53,8.6,115.2,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.2,748.1,6
48,Aigro Artti,EST,29 AUG 1999,Pohjakotkas,121.5,53.7,89.5,17.0,16.5,16.5,16.5,17.0,50.0,12,NULL,-0.65,10.5,114.2,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.2,228.4,13
49,Mueller Markus,AUT,17 JUL 2002,SG Klagenfurt,114.0,40.2,88.9,16.5,16.5,16.0,16.5,16.5,49.5,10,4.8,-0.62,10.0,104.5,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.5,1157.8,1
